GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
          14 31 18 : nmag, ndist, nperiod
          10.000 5.000 4.000 3.000 2.000 1.500 1.000 0.750 0.500 0.400 0.300 0.200 0.100 0.070 0.050 0.040 PGA PGV 
          0.567 0.567 0.583 0.605 0.607 0.645 0.638 0.631 0.609 0.626 0.637 0.644 0.770 0.775 0.773 0.733 0.657 0.593
4.750 1.000 -0.569 0.057 0.292 0.602 1.002 1.288 1.658 1.899 2.201 2.387 2.604 2.836 3.089 3.055 2.969 2.892 2.652 0.872 
4.750 1.260 -0.592 0.031 0.267 0.576 0.976 1.262 1.632 1.873 2.175 2.361 2.578 2.810 3.063 3.029 2.943 2.866 2.626 0.846 
4.750 1.580 -0.625 -0.004 0.231 0.541 0.941 1.227 1.597 1.837 2.140 2.325 2.542 2.774 3.027 2.993 2.907 2.830 2.590 0.811 
4.750 2.000 -0.668 -0.051 0.185 0.494 0.895 1.180 1.550 1.791 2.093 2.278 2.495 2.727 2.979 2.945 2.859 2.782 2.542 0.764 
4.750 2.510 -0.722 -0.108 0.127 0.437 0.836 1.122 1.492 1.732 2.034 2.219 2.436 2.668 2.920 2.886 2.800 2.723 2.483 0.705 
4.750 3.160 -0.787 -0.177 0.059 0.368 0.768 1.053 1.423 1.663 1.965 2.150 2.366 2.598 2.850 2.815 2.729 2.653 2.413 0.636 
4.750 3.980 -0.859 -0.255 -0.019 0.290 0.689 0.975 1.344 1.584 1.886 2.070 2.286 2.518 2.769 2.735 2.649 2.572 2.333 0.557 
4.750 5.010 -0.938 -0.340 -0.104 0.205 0.604 0.889 1.258 1.498 1.799 1.983 2.199 2.430 2.681 2.647 2.560 2.484 2.245 0.470 
4.750 6.310 -1.022 -0.430 -0.195 0.114 0.513 0.798 1.167 1.406 1.707 1.890 2.105 2.336 2.587 2.552 2.466 2.389 2.150 0.378 
4.750 7.940 -1.109 -0.525 -0.289 0.020 0.418 0.703 1.071 1.310 1.610 1.793 2.007 2.237 2.487 2.452 2.366 2.289 2.051 0.281 
4.750 10.000 -1.197 -0.622 -0.386 -0.078 0.320 0.604 0.972 1.210 1.509 1.692 1.905 2.134 2.383 2.348 2.262 2.185 1.948 0.181 
4.750 12.590 -1.287 -0.721 -0.485 -0.177 0.220 0.503 0.871 1.108 1.406 1.587 1.799 2.028 2.275 2.240 2.153 2.077 1.841 0.078 
4.750 15.850 -1.378 -0.821 -0.586 -0.278 0.117 0.401 0.767 1.004 1.300 1.480 1.690 1.918 2.164 2.128 2.041 1.965 1.730 -0.028 
4.750 19.950 -1.469 -0.923 -0.688 -0.381 0.014 0.296 0.661 0.897 1.191 1.370 1.578 1.804 2.048 2.012 1.925 1.849 1.615 -0.137 
4.750 25.120 -1.562 -1.026 -0.792 -0.485 -0.092 0.189 0.553 0.787 1.079 1.256 1.461 1.686 1.928 1.890 1.803 1.727 1.495 -0.248 
4.750 31.620 -1.654 -1.130 -0.896 -0.591 -0.200 0.080 0.443 0.675 0.964 1.139 1.340 1.562 1.801 1.763 1.675 1.600 1.370 -0.363 
4.750 39.810 -1.748 -1.236 -1.002 -0.698 -0.309 -0.031 0.330 0.559 0.844 1.016 1.214 1.432 1.668 1.628 1.540 1.465 1.238 -0.482 
4.750 50.120 -1.843 -1.344 -1.110 -0.807 -0.422 -0.146 0.212 0.439 0.720 0.887 1.080 1.294 1.525 1.484 1.396 1.321 1.098 -0.606 
4.750 63.100 -1.940 -1.453 -1.220 -0.919 -0.538 -0.264 0.091 0.313 0.588 0.751 0.937 1.147 1.372 1.329 1.240 1.165 0.947 -0.736 
4.750 79.430 -2.039 -1.565 -1.333 -1.034 -0.658 -0.388 -0.037 0.181 0.449 0.606 0.783 0.986 1.204 1.159 1.069 0.995 0.783 -0.874 
4.750 100.000 -2.141 -1.680 -1.450 -1.153 -0.783 -0.517 -0.171 0.040 0.299 0.448 0.615 0.811 1.019 0.970 0.880 0.807 0.602 -1.023 
4.750 125.890 -2.247 -1.799 -1.570 -1.277 -0.915 -0.655 -0.315 -0.111 0.136 0.276 0.429 0.615 0.812 0.759 0.668 0.595 0.400 -1.183 
4.750 158.490 -2.358 -1.923 -1.696 -1.406 -1.055 -0.802 -0.469 -0.275 -0.043 0.084 0.221 0.395 0.577 0.520 0.427 0.355 0.171 -1.360 
4.750 199.530 -2.475 -2.054 -1.828 -1.544 -1.205 -0.961 -0.638 -0.457 -0.243 -0.131 -0.014 0.143 0.307 0.243 0.149 0.079 -0.090 -1.556 
4.750 251.190 -2.599 -2.192 -1.969 -1.692 -1.369 -1.135 -0.825 -0.659 -0.469 -0.375 -0.285 -0.147 -0.007 -0.078 -0.174 -0.243 -0.394 -1.778 
4.750 316.230 -2.734 -2.340 -2.120 -1.852 -1.549 -1.329 -1.034 -0.888 -0.727 -0.657 -0.601 -0.487 -0.376 -0.457 -0.556 -0.623 -0.750 -2.031 
4.750 398.110 -2.880 -2.501 -2.285 -2.027 -1.749 -1.547 -1.272 -1.150 -1.026 -0.987 -0.972 -0.889 -0.815 -0.908 -1.010 -1.075 -1.173 -2.323 
4.750 501.190 -3.043 -2.677 -2.466 -2.222 -1.976 -1.795 -1.545 -1.454 -1.376 -1.375 -1.413 -1.370 -1.342 -1.451 -1.557 -1.618 -1.679 -2.665 
4.750 630.960 -3.225 -2.873 -2.669 -2.441 -2.236 -2.082 -1.863 -1.811 -1.791 -1.839 -1.942 -1.948 -1.979 -2.107 -2.219 -2.276 -2.290 -3.070 
4.750 794.330 -3.432 -3.094 -2.898 -2.691 -2.537 -2.417 -2.237 -2.234 -2.288 -2.396 -2.583 -2.651 -2.755 -2.908 -3.026 -3.079 -3.034 -3.554 
4.750 1000.000 -3.670 -3.346 -3.160 -2.981 -2.890 -2.813 -2.683 -2.742 -2.888 -3.072 -3.364 -3.510 -3.707 -3.890 -4.017 -4.063 -3.944 -4.137 
5.000 1.000 -0.427 0.193 0.421 0.719 1.108 1.384 1.741 1.970 2.263 2.441 2.654 2.876 3.118 3.089 3.006 2.931 2.691 0.942 
5.000 1.260 -0.441 0.177 0.405 0.703 1.091 1.368 1.724 1.953 2.247 2.424 2.637 2.859 3.102 3.073 2.989 2.915 2.674 0.926 
5.000 1.580 -0.462 0.154 0.382 0.680 1.068 1.344 1.701 1.930 2.223 2.401 2.613 2.835 3.078 3.049 2.965 2.891 2.651 0.902 
5.000 2.000 -0.492 0.121 0.349 0.647 1.035 1.312 1.668 1.897 2.190 2.368 2.580 2.802 3.045 3.016 2.932 2.857 2.617 0.869 
5.000 2.510 -0.532 0.078 0.306 0.604 0.992 1.268 1.624 1.853 2.146 2.323 2.536 2.758 3.000 2.971 2.887 2.813 2.573 0.825 
5.000 3.160 -0.582 0.023 0.251 0.549 0.936 1.213 1.569 1.798 2.090 2.268 2.480 2.701 2.943 2.914 2.831 2.756 2.516 0.770 
5.000 3.980 -0.644 -0.043 0.185 0.482 0.870 1.146 1.502 1.731 2.023 2.200 2.412 2.633 2.875 2.846 2.762 2.688 2.448 0.703 
5.000 5.010 -0.714 -0.119 0.109 0.407 0.794 1.070 1.426 1.654 1.946 2.123 2.334 2.555 2.796 2.767 2.683 2.609 2.370 0.625 
5.000 6.310 -0.791 -0.202 0.025 0.323 0.710 0.985 1.341 1.569 1.860 2.037 2.248 2.468 2.709 2.679 2.596 2.521 2.282 0.540 
5.000 7.940 -0.873 -0.292 -0.064 0.233 0.620 0.895 1.250 1.478 1.768 1.944 2.154 2.374 2.614 2.584 2.501 2.426 2.188 0.448 
5.000 10.000 -0.959 -0.385 -0.158 0.139 0.525 0.800 1.155 1.381 1.671 1.846 2.055 2.274 2.514 2.484 2.400 2.325 2.088 0.351 
5.000 12.590 -1.047 -0.482 -0.255 0.042 0.427 0.701 1.055 1.281 1.570 1.744 1.952 2.170 2.408 2.378 2.294 2.220 1.983 0.250 
5.000 15.850 -1.137 -0.581 -0.354 -0.058 0.326 0.600 0.953 1.178 1.466 1.639 1.845 2.062 2.298 2.267 2.183 2.109 1.874 0.146 
5.000 19.950 -1.227 -0.682 -0.456 -0.160 0.223 0.496 0.849 1.072 1.358 1.529 1.733 1.949 2.184 2.152 2.068 1.994 1.760 0.039 
5.000 25.120 -1.319 -0.785 -0.558 -0.263 0.118 0.390 0.741 0.964 1.247 1.416 1.618 1.831 2.064 2.031 1.947 1.873 1.641 -0.072 
5.000 31.620 -1.412 -0.889 -0.663 -0.368 0.011 0.282 0.631 0.852 1.132 1.299 1.497 1.708 1.938 1.904 1.820 1.746 1.516 -0.187 
5.000 39.810 -1.505 -0.994 -0.768 -0.475 -0.098 0.170 0.518 0.736 1.013 1.177 1.370 1.578 1.804 1.770 1.685 1.611 1.384 -0.305 
5.000 50.120 -1.601 -1.102 -0.876 -0.584 -0.211 0.056 0.401 0.616 0.888 1.048 1.237 1.441 1.662 1.626 1.541 1.467 1.244 -0.429 
5.000 63.100 -1.697 -1.211 -0.986 -0.696 -0.326 -0.063 0.279 0.490 0.757 0.912 1.094 1.293 1.509 1.471 1.385 1.312 1.093 -0.559 
5.000 79.430 -1.797 -1.323 -1.099 -0.811 -0.446 -0.186 0.152 0.358 0.617 0.766 0.940 1.133 1.341 1.301 1.214 1.142 0.929 -0.698 
5.000 100.000 -1.899 -1.438 -1.215 -0.930 -0.572 -0.316 0.018 0.218 0.467 0.609 0.772 0.957 1.156 1.113 1.025 0.953 0.748 -0.846 
5.000 125.890 -2.005 -1.557 -1.336 -1.053 -0.703 -0.453 -0.126 0.066 0.304 0.436 0.587 0.762 0.949 0.902 0.813 0.742 0.546 -1.007 
5.000 158.490 -2.115 -1.681 -1.461 -1.183 -0.843 -0.600 -0.280 -0.098 0.125 0.245 0.379 0.542 0.714 0.662 0.572 0.502 0.318 -1.183 
5.000 199.530 -2.232 -1.812 -1.594 -1.321 -0.994 -0.759 -0.449 -0.279 -0.075 0.030 0.143 0.290 0.444 0.386 0.295 0.226 0.056 -1.380 
5.000 251.190 -2.357 -1.950 -1.735 -1.469 -1.157 -0.933 -0.636 -0.482 -0.300 -0.214 -0.128 -0.000 0.130 0.064 -0.029 -0.097 -0.247 -1.601 
