GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
          14 31 18 : nmag, ndist, nperiod
          10.000 5.000 4.000 3.000 2.000 1.500 1.000 0.750 0.500 0.400 0.300 0.200 0.100 0.070 0.050 0.040 PGA PGV 
          0.567 0.567 0.583 0.605 0.607 0.645 0.638 0.631 0.609 0.626 0.637 0.644 0.770 0.775 0.773 0.733 0.657 0.593
4.750 1.000 -0.569 0.057 0.292 0.602 1.002 1.288 1.658 1.899 2.201 2.380 2.594 2.828 3.087 3.057 2.975 2.899 2.655 0.866 
4.750 1.260 -0.592 0.031 0.267 0.576 0.976 1.262 1.632 1.873 2.175 2.354 2.568 2.802 3.061 3.031 2.949 2.873 2.629 0.840 
4.750 1.580 -0.625 -0.004 0.231 0.541 0.941 1.227 1.597 1.837 2.140 2.318 2.532 2.766 3.025 2.995 2.913 2.837 2.593 0.805 
4.750 2.000 -0.668 -0.051 0.185 0.494 0.895 1.180 1.550 1.791 2.093 2.271 2.485 2.719 2.977 2.947 2.866 2.789 2.546 0.758 
4.750 2.510 -0.722 -0.108 0.127 0.437 0.836 1.122 1.492 1.732 2.034 2.213 2.426 2.660 2.918 2.888 2.807 2.730 2.487 0.699 
4.750 3.160 -0.787 -0.177 0.059 0.368 0.768 1.053 1.423 1.663 1.965 2.143 2.356 2.590 2.848 2.818 2.736 2.659 2.416 0.630 
4.750 3.980 -0.859 -0.255 -0.019 0.290 0.689 0.975 1.344 1.584 1.886 2.064 2.277 2.510 2.767 2.737 2.656 2.579 2.336 0.551 
4.750 5.010 -0.938 -0.340 -0.104 0.205 0.604 0.889 1.258 1.498 1.799 1.977 2.189 2.422 2.679 2.649 2.567 2.491 2.248 0.464 
4.750 6.310 -1.022 -0.430 -0.195 0.114 0.513 0.798 1.167 1.406 1.707 1.884 2.096 2.328 2.585 2.554 2.472 2.396 2.154 0.372 
4.750 7.940 -1.109 -0.525 -0.289 0.020 0.418 0.703 1.071 1.310 1.610 1.786 1.997 2.229 2.485 2.454 2.373 2.296 2.055 0.275 
4.750 10.000 -1.197 -0.622 -0.386 -0.078 0.320 0.604 0.972 1.210 1.509 1.685 1.895 2.126 2.381 2.350 2.268 2.192 1.951 0.175 
4.750 12.590 -1.287 -0.721 -0.485 -0.177 0.220 0.503 0.871 1.108 1.406 1.581 1.790 2.020 2.273 2.242 2.160 2.084 1.844 0.072 
4.750 15.850 -1.378 -0.821 -0.586 -0.278 0.117 0.401 0.767 1.004 1.300 1.474 1.681 1.910 2.162 2.130 2.048 1.972 1.733 -0.034 
4.750 19.950 -1.469 -0.923 -0.688 -0.381 0.014 0.296 0.661 0.897 1.191 1.363 1.568 1.796 2.046 2.014 1.931 1.855 1.618 -0.143 
4.750 25.120 -1.562 -1.026 -0.792 -0.485 -0.092 0.189 0.553 0.787 1.079 1.250 1.452 1.678 1.926 1.892 1.810 1.734 1.499 -0.254 
4.750 31.620 -1.654 -1.130 -0.896 -0.591 -0.200 0.080 0.443 0.675 0.964 1.132 1.331 1.554 1.799 1.765 1.682 1.606 1.373 -0.369 
4.750 39.810 -1.748 -1.236 -1.002 -0.698 -0.309 -0.031 0.330 0.559 0.844 1.009 1.204 1.424 1.666 1.630 1.547 1.472 1.242 -0.488 
4.750 50.120 -1.843 -1.344 -1.110 -0.807 -0.422 -0.146 0.212 0.439 0.720 0.881 1.070 1.286 1.523 1.486 1.403 1.328 1.101 -0.612 
4.750 63.100 -1.940 -1.453 -1.220 -0.919 -0.538 -0.264 0.091 0.313 0.588 0.745 0.928 1.139 1.370 1.331 1.247 1.172 0.950 -0.742 
4.750 79.430 -2.039 -1.565 -1.333 -1.034 -0.658 -0.388 -0.037 0.181 0.449 0.599 0.774 0.978 1.202 1.161 1.076 1.002 0.786 -0.880 
4.750 100.000 -2.141 -1.680 -1.450 -1.153 -0.783 -0.517 -0.171 0.040 0.299 0.441 0.606 0.803 1.017 0.973 0.887 0.813 0.605 -1.029 
4.750 125.890 -2.247 -1.799 -1.570 -1.277 -0.915 -0.655 -0.315 -0.111 0.136 0.269 0.420 0.607 0.810 0.761 0.675 0.602 0.403 -1.189 
4.750 158.490 -2.358 -1.923 -1.696 -1.406 -1.055 -0.802 -0.469 -0.275 -0.043 0.078 0.212 0.387 0.575 0.522 0.434 0.362 0.175 -1.366 
4.750 199.530 -2.475 -2.054 -1.828 -1.544 -1.205 -0.961 -0.638 -0.457 -0.243 -0.137 -0.024 0.135 0.305 0.246 0.156 0.085 -0.087 -1.562 
4.750 251.190 -2.599 -2.192 -1.969 -1.692 -1.369 -1.135 -0.825 -0.659 -0.469 -0.382 -0.295 -0.155 -0.009 -0.076 -0.167 -0.237 -0.391 -1.784 
4.750 316.230 -2.734 -2.340 -2.120 -1.852 -1.549 -1.329 -1.034 -0.888 -0.727 -0.664 -0.610 -0.495 -0.378 -0.455 -0.549 -0.616 -0.747 -2.037 
4.750 398.110 -2.880 -2.501 -2.285 -2.027 -1.749 -1.547 -1.272 -1.150 -1.026 -0.993 -0.981 -0.897 -0.817 -0.906 -1.004 -1.068 -1.170 -2.329 
4.750 501.190 -3.043 -2.677 -2.466 -2.222 -1.976 -1.795 -1.545 -1.454 -1.376 -1.382 -1.422 -1.378 -1.344 -1.448 -1.550 -1.612 -1.676 -2.671 
4.750 630.960 -3.225 -2.873 -2.669 -2.441 -2.236 -2.082 -1.863 -1.811 -1.791 -1.845 -1.952 -1.956 -1.981 -2.105 -2.212 -2.270 -2.287 -3.076 
4.750 794.330 -3.432 -3.094 -2.898 -2.691 -2.537 -2.417 -2.237 -2.234 -2.288 -2.403 -2.592 -2.659 -2.757 -2.906 -3.019 -3.072 -3.031 -3.560 
4.750 1000.000 -3.670 -3.346 -3.160 -2.981 -2.890 -2.813 -2.683 -2.742 -2.888 -3.078 -3.373 -3.518 -3.709 -3.888 -4.010 -4.057 -3.941 -4.143 
5.000 1.000 -0.427 0.193 0.421 0.719 1.108 1.384 1.741 1.970 2.263 2.434 2.644 2.868 3.116 3.092 3.013 2.938 2.694 0.936 
5.000 1.260 -0.441 0.177 0.405 0.703 1.091 1.368 1.724 1.953 2.247 2.418 2.628 2.851 3.100 3.075 2.996 2.921 2.678 0.920 
5.000 1.580 -0.462 0.154 0.382 0.680 1.068 1.344 1.701 1.930 2.223 2.394 2.604 2.827 3.076 3.051 2.972 2.897 2.654 0.896 
5.000 2.000 -0.492 0.121 0.349 0.647 1.035 1.312 1.668 1.897 2.190 2.361 2.571 2.794 3.042 3.018 2.939 2.864 2.621 0.863 
5.000 2.510 -0.532 0.078 0.306 0.604 0.992 1.268 1.624 1.853 2.146 2.317 2.527 2.750 2.998 2.973 2.894 2.819 2.576 0.819 
5.000 3.160 -0.582 0.023 0.251 0.549 0.936 1.213 1.569 1.798 2.090 2.261 2.470 2.693 2.941 2.916 2.838 2.763 2.520 0.764 
5.000 3.980 -0.644 -0.043 0.185 0.482 0.870 1.146 1.502 1.731 2.023 2.194 2.403 2.625 2.873 2.848 2.769 2.694 2.452 0.697 
5.000 5.010 -0.714 -0.119 0.109 0.407 0.794 1.070 1.426 1.654 1.946 2.116 2.325 2.547 2.794 2.769 2.690 2.616 2.373 0.619 
5.000 6.310 -0.791 -0.202 0.025 0.323 0.710 0.985 1.341 1.569 1.860 2.030 2.238 2.460 2.707 2.682 2.603 2.528 2.286 0.534 
5.000 7.940 -0.873 -0.292 -0.064 0.233 0.620 0.895 1.250 1.478 1.768 1.938 2.145 2.366 2.612 2.587 2.508 2.433 2.191 0.442 
5.000 10.000 -0.959 -0.385 -0.158 0.139 0.525 0.800 1.155 1.381 1.671 1.840 2.046 2.266 2.512 2.486 2.407 2.332 2.091 0.345 
5.000 12.590 -1.047 -0.482 -0.255 0.042 0.427 0.701 1.055 1.281 1.570 1.738 1.943 2.162 2.406 2.380 2.301 2.226 1.986 0.244 
5.000 15.850 -1.137 -0.581 -0.354 -0.058 0.326 0.600 0.953 1.178 1.466 1.632 1.835 2.054 2.296 2.270 2.190 2.116 1.877 0.140 
5.000 19.950 -1.227 -0.682 -0.456 -0.160 0.223 0.496 0.849 1.072 1.358 1.523 1.724 1.941 2.182 2.154 2.075 2.000 1.763 0.033 
5.000 25.120 -1.319 -0.785 -0.558 -0.263 0.118 0.390 0.741 0.964 1.247 1.410 1.608 1.823 2.062 2.034 1.954 1.880 1.644 -0.078 
5.000 31.620 -1.412 -0.889 -0.663 -0.368 0.011 0.282 0.631 0.852 1.132 1.292 1.488 1.700 1.936 1.907 1.827 1.753 1.519 -0.193 
5.000 39.810 -1.505 -0.994 -0.768 -0.475 -0.098 0.170 0.518 0.736 1.013 1.170 1.361 1.570 1.802 1.772 1.692 1.618 1.388 -0.311 
5.000 50.120 -1.601 -1.102 -0.876 -0.584 -0.211 0.056 0.401 0.616 0.888 1.041 1.227 1.433 1.660 1.628 1.548 1.474 1.248 -0.435 
5.000 63.100 -1.697 -1.211 -0.986 -0.696 -0.326 -0.063 0.279 0.490 0.757 0.905 1.085 1.285 1.507 1.473 1.392 1.319 1.097 -0.565 
5.000 79.430 -1.797 -1.323 -1.099 -0.811 -0.446 -0.186 0.152 0.358 0.617 0.760 0.931 1.125 1.339 1.303 1.221 1.149 0.933 -0.704 
5.000 100.000 -1.899 -1.438 -1.215 -0.930 -0.572 -0.316 0.018 0.218 0.467 0.602 0.763 0.949 1.154 1.115 1.032 0.960 0.752 -0.852 
5.000 125.890 -2.005 -1.557 -1.336 -1.053 -0.703 -0.453 -0.126 0.066 0.304 0.430 0.577 0.754 0.947 0.904 0.820 0.749 0.550 -1.013 
5.000 158.490 -2.115 -1.681 -1.461 -1.183 -0.843 -0.600 -0.280 -0.098 0.125 0.239 0.369 0.534 0.712 0.664 0.579 0.509 0.321 -1.189 
5.000 199.530 -2.232 -1.812 -1.594 -1.321 -0.994 -0.759 -0.449 -0.279 -0.075 0.024 0.134 0.282 0.442 0.388 0.301 0.232 0.060 -1.386 
5.000 251.190 -2.357 -1.950 -1.735 -1.469 -1.157 -0.933 -0.636 -0.482 -0.300 -0.221 -0.137 -0.008 0.128 0.066 -0.022 -0.090 -0.244 -1.607 
