GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
          14 31 18 : nmag, ndist, nperiod
          10.000 5.000 4.000 3.000 2.000 1.500 1.000 0.750 0.500 0.400 0.300 0.200 0.100 0.070 0.050 0.040 PGA PGV 
          0.567 0.567 0.583 0.605 0.607 0.645 0.638 0.631 0.609 0.626 0.637 0.644 0.770 0.775 0.773 0.733 0.657 0.593
4.750 1.000 -0.294 0.372 0.650 1.009 1.442 1.736 2.089 2.302 2.574 2.723 2.891 3.025 3.154 3.090 3.014 2.969 2.812 1.230 
4.750 1.260 -0.318 0.347 0.625 0.984 1.417 1.711 2.065 2.279 2.552 2.701 2.869 3.004 3.133 3.068 2.992 2.947 2.789 1.206 
4.750 1.580 -0.351 0.311 0.589 0.949 1.383 1.678 2.033 2.247 2.521 2.671 2.839 2.975 3.103 3.038 2.961 2.915 2.757 1.173 
4.750 2.000 -0.394 0.265 0.543 0.903 1.338 1.633 1.990 2.206 2.481 2.631 2.800 2.936 3.064 2.999 2.920 2.874 2.716 1.130 
4.750 2.510 -0.448 0.207 0.485 0.845 1.281 1.578 1.937 2.154 2.430 2.581 2.751 2.888 3.016 2.949 2.869 2.822 2.663 1.076 
4.750 3.160 -0.512 0.138 0.417 0.777 1.214 1.512 1.873 2.092 2.370 2.522 2.692 2.830 2.957 2.890 2.809 2.760 2.601 1.012 
4.750 3.980 -0.585 0.061 0.339 0.699 1.137 1.437 1.801 2.021 2.301 2.454 2.625 2.764 2.890 2.822 2.739 2.689 2.529 0.939 
4.750 5.010 -0.664 -0.024 0.254 0.614 1.054 1.355 1.721 1.943 2.224 2.378 2.550 2.690 2.816 2.747 2.661 2.611 2.449 0.858 
4.750 6.310 -0.747 -0.115 0.163 0.524 0.965 1.268 1.636 1.859 2.142 2.297 2.469 2.610 2.735 2.665 2.578 2.526 2.364 0.772 
4.750 7.940 -0.834 -0.209 0.069 0.430 0.872 1.176 1.546 1.771 2.055 2.210 2.383 2.524 2.649 2.577 2.488 2.435 2.273 0.681 
4.750 10.000 -0.923 -0.306 -0.028 0.333 0.775 1.081 1.453 1.679 1.964 2.119 2.292 2.434 2.558 2.485 2.394 2.340 2.178 0.586 
4.750 12.590 -1.013 -0.405 -0.127 0.234 0.677 0.983 1.357 1.584 1.870 2.025 2.198 2.340 2.462 2.388 2.295 2.240 2.078 0.488 
4.750 15.850 -1.103 -0.506 -0.228 0.133 0.576 0.883 1.258 1.486 1.772 1.926 2.098 2.240 2.361 2.286 2.192 2.136 1.974 0.387 
4.750 19.950 -1.195 -0.608 -0.330 0.031 0.473 0.781 1.157 1.384 1.670 1.824 1.995 2.136 2.255 2.178 2.083 2.026 1.865 0.283 
4.750 25.120 -1.287 -0.711 -0.433 -0.073 0.369 0.676 1.053 1.280 1.564 1.717 1.886 2.026 2.142 2.064 1.968 1.910 1.750 0.175 
4.750 31.620 -1.380 -0.815 -0.537 -0.178 0.262 0.569 0.945 1.172 1.454 1.605 1.771 1.909 2.023 1.943 1.845 1.788 1.630 0.063 
4.750 39.810 -1.474 -0.921 -0.644 -0.285 0.153 0.459 0.835 1.059 1.339 1.487 1.650 1.785 1.895 1.814 1.715 1.657 1.501 -0.053 
4.750 50.120 -1.569 -1.028 -0.752 -0.394 0.042 0.346 0.720 0.942 1.217 1.363 1.520 1.652 1.757 1.674 1.574 1.516 1.364 -0.175 
4.750 63.100 -1.665 -1.138 -0.862 -0.506 -0.074 0.229 0.600 0.819 1.089 1.230 1.381 1.509 1.608 1.522 1.421 1.363 1.215 -0.304 
4.750 79.430 -1.765 -1.250 -0.974 -0.621 -0.193 0.106 0.474 0.688 0.952 1.086 1.230 1.351 1.443 1.355 1.253 1.195 1.053 -0.441 
4.750 100.000 -1.867 -1.365 -1.091 -0.740 -0.318 -0.023 0.340 0.549 0.803 0.931 1.064 1.178 1.260 1.169 1.066 1.009 0.874 -0.588 
4.750 125.890 -1.973 -1.484 -1.211 -0.863 -0.450 -0.160 0.198 0.399 0.642 0.760 0.880 0.984 1.055 0.960 0.855 0.799 0.673 -0.748 
4.750 158.490 -2.083 -1.608 -1.337 -0.993 -0.590 -0.306 0.043 0.235 0.463 0.570 0.673 0.765 0.821 0.721 0.615 0.559 0.445 -0.924 
4.750 199.530 -2.200 -1.738 -1.469 -1.131 -0.740 -0.465 -0.125 0.054 0.264 0.355 0.438 0.514 0.552 0.446 0.338 0.283 0.184 -1.121 
4.750 251.190 -2.325 -1.877 -1.610 -1.279 -0.903 -0.640 -0.312 -0.148 0.039 0.111 0.167 0.224 0.239 0.125 0.015 -0.038 -0.119 -1.342 
4.750 316.230 -2.459 -2.025 -1.761 -1.438 -1.083 -0.833 -0.521 -0.377 -0.219 -0.171 -0.148 -0.115 -0.130 -0.254 -0.366 -0.418 -0.475 -1.594 
4.750 398.110 -2.606 -2.185 -1.926 -1.614 -1.284 -1.051 -0.758 -0.639 -0.518 -0.500 -0.519 -0.517 -0.569 -0.705 -0.821 -0.870 -0.898 -1.887 
4.750 501.190 -2.768 -2.362 -2.107 -1.809 -1.511 -1.299 -1.032 -0.943 -0.868 -0.889 -0.960 -0.998 -1.096 -1.247 -1.367 -1.413 -1.404 -2.229 
4.750 630.960 -2.950 -2.558 -2.310 -2.028 -1.770 -1.586 -1.350 -1.300 -1.283 -1.352 -1.489 -1.576 -1.733 -1.904 -2.029 -2.071 -2.015 -2.634 
4.750 794.330 -3.157 -2.779 -2.539 -2.278 -2.071 -1.922 -1.724 -1.723 -1.780 -1.909 -2.130 -2.279 -2.509 -2.705 -2.836 -2.874 -2.759 -3.118 
4.750 1000.000 -3.396 -3.031 -2.801 -2.567 -2.424 -2.318 -2.169 -2.230 -2.380 -2.585 -2.911 -3.138 -3.461 -3.687 -3.827 -3.858 -3.669 -3.701 
5.000 1.000 -0.152 0.509 0.779 1.127 1.547 1.830 2.168 2.368 2.631 2.771 2.934 3.057 3.176 3.117 3.045 3.003 2.847 1.297 
5.000 1.260 -0.167 0.493 0.763 1.110 1.531 1.814 2.153 2.354 2.617 2.758 2.920 3.044 3.163 3.104 3.031 2.989 2.832 1.282 
5.000 1.580 -0.188 0.469 0.739 1.087 1.508 1.792 2.132 2.333 2.596 2.738 2.901 3.024 3.143 3.084 3.011 2.968 2.811 1.260 
5.000 2.000 -0.217 0.437 0.707 1.055 1.476 1.761 2.102 2.304 2.568 2.710 2.873 2.997 3.116 3.056 2.982 2.939 2.782 1.230 
5.000 2.510 -0.257 0.393 0.663 1.012 1.434 1.719 2.062 2.265 2.530 2.672 2.837 2.961 3.080 3.019 2.944 2.900 2.742 1.190 
5.000 3.160 -0.308 0.338 0.608 0.957 1.380 1.667 2.011 2.215 2.482 2.625 2.790 2.915 3.033 2.972 2.896 2.851 2.692 1.138 
5.000 3.980 -0.369 0.272 0.543 0.891 1.316 1.603 1.950 2.156 2.424 2.567 2.733 2.859 2.977 2.915 2.837 2.791 2.632 1.076 
5.000 5.010 -0.439 0.197 0.467 0.816 1.241 1.531 1.879 2.087 2.357 2.501 2.667 2.794 2.912 2.848 2.769 2.722 2.562 1.005 
5.000 6.310 -0.516 0.113 0.383 0.732 1.159 1.450 1.801 2.010 2.281 2.427 2.593 2.722 2.838 2.774 2.692 2.644 2.483 0.926 
5.000 7.940 -0.598 0.024 0.294 0.643 1.071 1.363 1.717 1.927 2.200 2.346 2.513 2.642 2.758 2.692 2.608 2.559 2.398 0.840 
5.000 10.000 -0.684 -0.070 0.200 0.550 0.978 1.272 1.628 1.840 2.113 2.260 2.427 2.557 2.671 2.604 2.519 2.468 2.307 0.749 
5.000 12.590 -0.772 -0.167 0.103 0.453 0.882 1.177 1.535 1.748 2.022 2.169 2.336 2.466 2.579 2.511 2.423 2.372 2.210 0.654 
5.000 15.850 -0.862 -0.266 0.004 0.353 0.783 1.079 1.438 1.652 1.927 2.073 2.240 2.370 2.481 2.412 2.323 2.270 2.109 0.555 
5.000 19.950 -0.953 -0.367 -0.097 0.252 0.682 0.978 1.338 1.553 1.828 1.973 2.139 2.268 2.378 2.307 2.216 2.162 2.002 0.452 
5.000 25.120 -1.044 -0.469 -0.200 0.149 0.578 0.875 1.236 1.450 1.724 1.868 2.033 2.161 2.268 2.196 2.103 2.049 1.889 0.346 
5.000 31.620 -1.137 -0.573 -0.304 0.044 0.472 0.768 1.130 1.343 1.616 1.759 1.920 2.047 2.151 2.077 1.983 1.928 1.770 0.236 
5.000 39.810 -1.231 -0.679 -0.410 -0.063 0.364 0.659 1.020 1.232 1.502 1.642 1.801 1.925 2.025 1.950 1.854 1.799 1.643 0.120 
5.000 50.120 -1.326 -0.786 -0.517 -0.172 0.252 0.546 0.906 1.116 1.382 1.519 1.673 1.794 1.889 1.812 1.715 1.659 1.507 -0.001 
5.000 63.100 -1.423 -0.896 -0.627 -0.283 0.137 0.429 0.787 0.993 1.255 1.387 1.535 1.651 1.741 1.661 1.563 1.507 1.360 -0.129 
5.000 79.430 -1.522 -1.007 -0.740 -0.398 0.018 0.307 0.661 0.864 1.118 1.245 1.384 1.495 1.578 1.495 1.396 1.340 1.198 -0.265 
5.000 100.000 -1.624 -1.123 -0.856 -0.517 -0.107 0.178 0.528 0.725 0.971 1.090 1.219 1.323 1.396 1.310 1.210 1.154 1.019 -0.412 
5.000 125.890 -1.730 -1.242 -0.977 -0.640 -0.239 0.042 0.386 0.575 0.809 0.920 1.036 1.130 1.191 1.101 1.000 0.945 0.819 -0.572 
5.000 158.490 -1.841 -1.366 -1.102 -0.770 -0.378 -0.105 0.232 0.412 0.632 0.730 0.830 0.911 0.958 0.863 0.760 0.706 0.591 -0.748 
5.000 199.530 -1.958 -1.496 -1.235 -0.908 -0.529 -0.264 0.064 0.231 0.433 0.516 0.595 0.661 0.689 0.588 0.483 0.430 0.330 -0.944 
5.000 251.190 -2.082 -1.634 -1.376 -1.055 -0.692 -0.438 -0.123 0.029 0.208 0.272 0.324 0.371 0.376 0.267 0.160 0.108 0.027 -1.165 
5.000 316.230 -2.217 -1.782 -1.527 -1.215 -0.872 -0.631 -0.332 -0.199 -0.050 -0.010 0.010 0.031 0.007 -0.112 -0.221 -0.271 -0.329 -1.418 
