GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
          14 31 18 : nmag, ndist, nperiod
          10.000 5.000 4.000 3.000 2.000 1.500 1.000 0.750 0.500 0.400 0.300 0.200 0.100 0.070 0.050 0.040 PGA PGV 
          0.567 0.567 0.583 0.605 0.607 0.645 0.638 0.631 0.609 0.626 0.637 0.644 0.770 0.775 0.773 0.733 0.657 0.593
4.750 1.000 -0.569 0.057 0.292 0.602 1.002 1.288 1.658 1.899 2.201 2.380 2.585 2.804 3.080 3.065 2.999 2.922 2.667 0.845 
4.750 1.260 -0.592 0.031 0.267 0.576 0.976 1.262 1.632 1.873 2.175 2.354 2.559 2.778 3.054 3.038 2.973 2.896 2.641 0.819 
4.750 1.580 -0.625 -0.004 0.231 0.541 0.941 1.227 1.597 1.837 2.140 2.318 2.523 2.742 3.018 3.002 2.937 2.860 2.605 0.784 
4.750 2.000 -0.668 -0.051 0.185 0.494 0.895 1.180 1.550 1.791 2.093 2.271 2.476 2.695 2.970 2.955 2.889 2.813 2.557 0.737 
4.750 2.510 -0.722 -0.108 0.127 0.437 0.836 1.122 1.492 1.732 2.034 2.213 2.417 2.636 2.911 2.896 2.830 2.753 2.498 0.678 
4.750 3.160 -0.787 -0.177 0.059 0.368 0.768 1.053 1.423 1.663 1.965 2.143 2.347 2.566 2.841 2.825 2.760 2.683 2.428 0.609 
4.750 3.980 -0.859 -0.255 -0.019 0.290 0.689 0.975 1.344 1.584 1.886 2.064 2.267 2.486 2.760 2.745 2.679 2.603 2.348 0.530 
4.750 5.010 -0.938 -0.340 -0.104 0.205 0.604 0.889 1.258 1.498 1.799 1.977 2.180 2.398 2.672 2.656 2.591 2.514 2.260 0.443 
4.750 6.310 -1.022 -0.430 -0.195 0.114 0.513 0.798 1.167 1.406 1.707 1.884 2.086 2.304 2.578 2.562 2.496 2.419 2.165 0.351 
4.750 7.940 -1.109 -0.525 -0.289 0.020 0.418 0.703 1.071 1.310 1.610 1.786 1.988 2.205 2.478 2.462 2.396 2.320 2.066 0.254 
4.750 10.000 -1.197 -0.622 -0.386 -0.078 0.320 0.604 0.972 1.210 1.509 1.685 1.886 2.102 2.374 2.358 2.292 2.215 1.963 0.154 
4.750 12.590 -1.287 -0.721 -0.485 -0.177 0.220 0.503 0.871 1.108 1.406 1.581 1.780 1.996 2.266 2.250 2.184 2.107 1.855 0.051 
4.750 15.850 -1.378 -0.821 -0.586 -0.278 0.117 0.401 0.767 1.004 1.300 1.474 1.672 1.886 2.155 2.138 2.071 1.995 1.745 -0.055 
4.750 19.950 -1.469 -0.923 -0.688 -0.381 0.014 0.296 0.661 0.897 1.191 1.363 1.559 1.772 2.039 2.021 1.955 1.879 1.630 -0.163 
4.750 25.120 -1.562 -1.026 -0.792 -0.485 -0.092 0.189 0.553 0.787 1.079 1.250 1.443 1.654 1.919 1.900 1.833 1.757 1.510 -0.275 
4.750 31.620 -1.654 -1.130 -0.896 -0.591 -0.200 0.080 0.443 0.675 0.964 1.132 1.322 1.530 1.792 1.773 1.706 1.630 1.385 -0.389 
4.750 39.810 -1.748 -1.236 -1.002 -0.698 -0.309 -0.031 0.330 0.559 0.844 1.009 1.195 1.400 1.659 1.638 1.571 1.495 1.253 -0.508 
4.750 50.120 -1.843 -1.344 -1.110 -0.807 -0.422 -0.146 0.212 0.439 0.720 0.881 1.061 1.262 1.516 1.494 1.426 1.351 1.113 -0.632 
4.750 63.100 -1.940 -1.453 -1.220 -0.919 -0.538 -0.264 0.091 0.313 0.588 0.745 0.918 1.115 1.363 1.338 1.270 1.195 0.962 -0.763 
4.750 79.430 -2.039 -1.565 -1.333 -1.034 -0.658 -0.388 -0.037 0.181 0.449 0.599 0.764 0.954 1.195 1.168 1.100 1.025 0.797 -0.901 
4.750 100.000 -2.141 -1.680 -1.450 -1.153 -0.783 -0.517 -0.171 0.040 0.299 0.441 0.596 0.779 1.010 0.980 0.911 0.837 0.616 -1.049 
4.750 125.890 -2.247 -1.799 -1.570 -1.277 -0.915 -0.655 -0.315 -0.111 0.136 0.269 0.411 0.583 0.803 0.769 0.699 0.626 0.414 -1.210 
4.750 158.490 -2.358 -1.923 -1.696 -1.406 -1.055 -0.802 -0.469 -0.275 -0.043 0.078 0.203 0.363 0.568 0.529 0.457 0.385 0.186 -1.387 
4.750 199.530 -2.475 -2.054 -1.828 -1.544 -1.205 -0.961 -0.638 -0.457 -0.243 -0.137 -0.033 0.111 0.298 0.253 0.180 0.109 -0.076 -1.583 
4.750 251.190 -2.599 -2.192 -1.969 -1.692 -1.369 -1.135 -0.825 -0.659 -0.469 -0.382 -0.304 -0.179 -0.016 -0.068 -0.144 -0.213 -0.379 -1.805 
4.750 316.230 -2.734 -2.340 -2.120 -1.852 -1.549 -1.329 -1.034 -0.888 -0.727 -0.664 -0.619 -0.519 -0.385 -0.447 -0.526 -0.593 -0.735 -2.057 
4.750 398.110 -2.880 -2.501 -2.285 -2.027 -1.749 -1.547 -1.272 -1.150 -1.026 -0.993 -0.990 -0.921 -0.824 -0.899 -0.980 -1.045 -1.158 -2.350 
4.750 501.190 -3.043 -2.677 -2.466 -2.222 -1.976 -1.795 -1.545 -1.454 -1.376 -1.382 -1.431 -1.402 -1.351 -1.441 -1.526 -1.588 -1.664 -2.692 
4.750 630.960 -3.225 -2.873 -2.669 -2.441 -2.236 -2.082 -1.863 -1.811 -1.791 -1.845 -1.961 -1.980 -1.988 -2.098 -2.188 -2.246 -2.275 -3.097 
4.750 794.330 -3.432 -3.094 -2.898 -2.691 -2.537 -2.417 -2.237 -2.234 -2.288 -2.403 -2.602 -2.683 -2.764 -2.898 -2.996 -3.049 -3.019 -3.581 
4.750 1000.000 -3.670 -3.346 -3.160 -2.981 -2.890 -2.813 -2.683 -2.742 -2.888 -3.078 -3.382 -3.542 -3.716 -3.881 -3.986 -4.033 -3.929 -4.164 
5.000 1.000 -0.427 0.193 0.421 0.719 1.108 1.384 1.741 1.970 2.263 2.434 2.635 2.844 3.109 3.099 3.036 2.961 2.706 0.916 
5.000 1.260 -0.441 0.177 0.405 0.703 1.091 1.368 1.724 1.953 2.247 2.418 2.619 2.827 3.093 3.083 3.020 2.945 2.689 0.899 
5.000 1.580 -0.462 0.154 0.382 0.680 1.068 1.344 1.701 1.930 2.223 2.394 2.595 2.803 3.069 3.059 2.996 2.921 2.666 0.876 
5.000 2.000 -0.492 0.121 0.349 0.647 1.035 1.312 1.668 1.897 2.190 2.361 2.562 2.770 3.036 3.025 2.962 2.888 2.632 0.843 
5.000 2.510 -0.532 0.078 0.306 0.604 0.992 1.268 1.624 1.853 2.146 2.317 2.517 2.726 2.991 2.981 2.918 2.843 2.588 0.799 
5.000 3.160 -0.582 0.023 0.251 0.549 0.936 1.213 1.569 1.798 2.090 2.261 2.461 2.669 2.934 2.924 2.861 2.786 2.531 0.743 
5.000 3.980 -0.644 -0.043 0.185 0.482 0.870 1.146 1.502 1.731 2.023 2.194 2.393 2.601 2.866 2.856 2.793 2.718 2.463 0.676 
5.000 5.010 -0.714 -0.119 0.109 0.407 0.794 1.070 1.426 1.654 1.946 2.116 2.315 2.523 2.787 2.777 2.714 2.639 2.385 0.599 
5.000 6.310 -0.791 -0.202 0.025 0.323 0.710 0.985 1.341 1.569 1.860 2.030 2.229 2.436 2.700 2.689 2.626 2.551 2.297 0.513 
5.000 7.940 -0.873 -0.292 -0.064 0.233 0.620 0.895 1.250 1.478 1.768 1.938 2.136 2.342 2.605 2.594 2.531 2.456 2.203 0.421 
5.000 10.000 -0.959 -0.385 -0.158 0.139 0.525 0.800 1.155 1.381 1.671 1.840 2.037 2.242 2.505 2.493 2.430 2.356 2.103 0.325 
5.000 12.590 -1.047 -0.482 -0.255 0.042 0.427 0.701 1.055 1.281 1.570 1.738 1.933 2.138 2.399 2.388 2.324 2.250 1.998 0.224 
5.000 15.850 -1.137 -0.581 -0.354 -0.058 0.326 0.600 0.953 1.178 1.466 1.632 1.826 2.030 2.289 2.277 2.214 2.139 1.889 0.119 
5.000 19.950 -1.227 -0.682 -0.456 -0.160 0.223 0.496 0.849 1.072 1.358 1.523 1.715 1.917 2.175 2.162 2.098 2.024 1.775 0.012 
5.000 25.120 -1.319 -0.785 -0.558 -0.263 0.118 0.390 0.741 0.964 1.247 1.410 1.599 1.799 2.055 2.041 1.977 1.903 1.656 -0.099 
5.000 31.620 -1.412 -0.889 -0.663 -0.368 0.011 0.282 0.631 0.852 1.132 1.292 1.478 1.676 1.929 1.914 1.850 1.776 1.531 -0.213 
5.000 39.810 -1.505 -0.994 -0.768 -0.475 -0.098 0.170 0.518 0.736 1.013 1.170 1.352 1.546 1.795 1.780 1.715 1.642 1.399 -0.332 
5.000 50.120 -1.601 -1.102 -0.876 -0.584 -0.211 0.056 0.401 0.616 0.888 1.041 1.218 1.409 1.653 1.636 1.571 1.498 1.259 -0.456 
5.000 63.100 -1.697 -1.211 -0.986 -0.696 -0.326 -0.063 0.279 0.490 0.757 0.905 1.075 1.261 1.500 1.480 1.415 1.342 1.108 -0.586 
5.000 79.430 -1.797 -1.323 -1.099 -0.811 -0.446 -0.186 0.152 0.358 0.617 0.760 0.922 1.101 1.332 1.310 1.245 1.172 0.944 -0.724 
5.000 100.000 -1.899 -1.438 -1.215 -0.930 -0.572 -0.316 0.018 0.218 0.467 0.602 0.754 0.925 1.147 1.122 1.056 0.984 0.763 -0.873 
5.000 125.890 -2.005 -1.557 -1.336 -1.053 -0.703 -0.453 -0.126 0.066 0.304 0.430 0.568 0.730 0.940 0.911 0.844 0.772 0.561 -1.033 
5.000 158.490 -2.115 -1.681 -1.461 -1.183 -0.843 -0.600 -0.280 -0.098 0.125 0.239 0.360 0.510 0.705 0.672 0.602 0.532 0.333 -1.210 
5.000 199.530 -2.232 -1.812 -1.594 -1.321 -0.994 -0.759 -0.449 -0.279 -0.075 0.024 0.124 0.258 0.435 0.396 0.325 0.256 0.071 -1.406 
5.000 251.190 -2.357 -1.950 -1.735 -1.469 -1.157 -0.933 -0.636 -0.482 -0.300 -0.221 -0.147 -0.032 0.121 0.074 0.001 -0.066 -0.232 -1.628 
