GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
          14 31 18 : nmag, ndist, nperiod
          10.000 5.000 4.000 3.000 2.000 1.500 1.000 0.750 0.500 0.400 0.300 0.200 0.100 0.070 0.050 0.040 PGA PGV 
          0.567 0.567 0.583 0.605 0.607 0.645 0.638 0.631 0.609 0.626 0.637 0.644 0.770 0.775 0.773 0.733 0.657 0.593
4.750 1.000 -0.524 0.031 0.269 0.581 0.968 1.246 1.584 1.806 2.113 2.259 2.473 2.656 2.893 2.850 2.787 2.724 2.463 0.757 
4.750 1.260 -0.548 0.005 0.244 0.555 0.942 1.221 1.558 1.780 2.087 2.233 2.447 2.630 2.867 2.824 2.761 2.698 2.437 0.731 
4.750 1.580 -0.580 -0.030 0.208 0.520 0.907 1.185 1.523 1.745 2.052 2.198 2.411 2.594 2.831 2.788 2.725 2.662 2.401 0.696 
4.750 2.000 -0.624 -0.077 0.162 0.473 0.860 1.139 1.476 1.698 2.005 2.151 2.364 2.547 2.784 2.741 2.678 2.614 2.354 0.649 
4.750 2.510 -0.678 -0.134 0.104 0.415 0.802 1.081 1.418 1.640 1.946 2.092 2.305 2.488 2.725 2.682 2.618 2.555 2.295 0.590 
4.750 3.160 -0.742 -0.203 0.035 0.347 0.733 1.012 1.349 1.570 1.877 2.022 2.235 2.418 2.654 2.611 2.548 2.484 2.225 0.521 
4.750 3.980 -0.815 -0.281 -0.043 0.269 0.655 0.933 1.270 1.492 1.798 1.943 2.155 2.338 2.574 2.531 2.467 2.404 2.144 0.442 
4.750 5.010 -0.894 -0.366 -0.128 0.183 0.570 0.848 1.184 1.405 1.711 1.856 2.068 2.250 2.486 2.442 2.379 2.316 2.056 0.355 
4.750 6.310 -0.977 -0.456 -0.218 0.093 0.479 0.756 1.093 1.313 1.619 1.763 1.974 2.156 2.391 2.348 2.284 2.221 1.962 0.263 
4.750 7.940 -1.064 -0.551 -0.312 -0.002 0.384 0.661 0.997 1.217 1.522 1.666 1.876 2.057 2.291 2.248 2.184 2.121 1.863 0.166 
4.750 10.000 -1.153 -0.648 -0.410 -0.099 0.286 0.562 0.898 1.118 1.421 1.564 1.774 1.954 2.188 2.144 2.080 2.017 1.759 0.066 
4.750 12.590 -1.243 -0.747 -0.509 -0.199 0.185 0.462 0.797 1.016 1.318 1.460 1.668 1.848 2.080 2.036 1.972 1.909 1.652 -0.037 
4.750 15.850 -1.333 -0.847 -0.609 -0.300 0.083 0.359 0.693 0.911 1.212 1.353 1.560 1.737 1.968 1.924 1.860 1.797 1.541 -0.143 
4.750 19.950 -1.425 -0.949 -0.712 -0.402 -0.021 0.254 0.587 0.804 1.103 1.243 1.447 1.624 1.853 1.807 1.743 1.680 1.426 -0.252 
4.750 25.120 -1.517 -1.052 -0.815 -0.506 -0.126 0.147 0.479 0.695 0.992 1.129 1.331 1.505 1.732 1.686 1.622 1.559 1.307 -0.363 
4.750 31.620 -1.610 -1.156 -0.919 -0.612 -0.234 0.039 0.369 0.582 0.876 1.011 1.210 1.382 1.606 1.558 1.494 1.431 1.182 -0.478 
4.750 39.810 -1.704 -1.262 -1.026 -0.719 -0.344 -0.073 0.256 0.466 0.757 0.889 1.083 1.252 1.472 1.424 1.359 1.297 1.050 -0.597 
4.750 50.120 -1.799 -1.370 -1.134 -0.828 -0.456 -0.188 0.138 0.346 0.632 0.760 0.949 1.114 1.330 1.280 1.215 1.153 0.909 -0.721 
4.750 63.100 -1.896 -1.479 -1.244 -0.940 -0.572 -0.306 0.017 0.221 0.500 0.624 0.806 0.966 1.176 1.124 1.058 0.997 0.758 -0.851 
4.750 79.430 -1.995 -1.591 -1.357 -1.055 -0.692 -0.430 -0.111 0.088 0.361 0.478 0.652 0.806 1.008 0.954 0.888 0.827 0.594 -0.989 
4.750 100.000 -2.097 -1.706 -1.473 -1.174 -0.817 -0.559 -0.245 -0.052 0.211 0.321 0.484 0.630 0.823 0.766 0.699 0.638 0.413 -1.138 
4.750 125.890 -2.203 -1.825 -1.593 -1.298 -0.949 -0.696 -0.389 -0.204 0.048 0.148 0.299 0.435 0.616 0.555 0.487 0.427 0.211 -1.298 
4.750 158.490 -2.313 -1.949 -1.719 -1.428 -1.089 -0.843 -0.543 -0.368 -0.131 -0.043 0.091 0.215 0.381 0.315 0.246 0.187 -0.017 -1.475 
4.750 199.530 -2.430 -2.080 -1.851 -1.565 -1.239 -1.002 -0.712 -0.549 -0.331 -0.258 -0.145 -0.037 0.111 0.039 -0.032 -0.090 -0.279 -1.671 
4.750 251.190 -2.555 -2.218 -1.992 -1.713 -1.403 -1.177 -0.899 -0.752 -0.556 -0.503 -0.416 -0.327 -0.202 -0.282 -0.356 -0.412 -0.582 -1.893 
4.750 316.230 -2.689 -2.366 -2.144 -1.873 -1.583 -1.370 -1.108 -0.980 -0.814 -0.785 -0.731 -0.667 -0.572 -0.661 -0.737 -0.791 -0.939 -2.146 
4.750 398.110 -2.836 -2.527 -2.308 -2.048 -1.784 -1.588 -1.346 -1.243 -1.113 -1.114 -1.102 -1.070 -1.011 -1.113 -1.192 -1.243 -1.361 -2.438 
4.750 501.190 -2.998 -2.703 -2.490 -2.243 -2.010 -1.837 -1.619 -1.547 -1.464 -1.503 -1.543 -1.550 -1.537 -1.655 -1.738 -1.787 -1.867 -2.780 
4.750 630.960 -3.181 -2.899 -2.692 -2.462 -2.270 -2.124 -1.937 -1.904 -1.879 -1.966 -2.073 -2.129 -2.175 -2.312 -2.400 -2.445 -2.479 -3.185 
4.750 794.330 -3.388 -3.120 -2.921 -2.713 -2.571 -2.459 -2.311 -2.327 -2.376 -2.523 -2.714 -2.832 -2.951 -3.112 -3.207 -3.247 -3.222 -3.669 
4.750 1000.000 -3.626 -3.372 -3.184 -3.002 -2.924 -2.855 -2.757 -2.834 -2.976 -3.199 -3.494 -3.690 -3.902 -4.095 -4.198 -4.232 -4.133 -4.252 
5.000 1.000 -0.382 0.167 0.398 0.698 1.073 1.342 1.667 1.877 2.175 2.313 2.523 2.695 2.923 2.885 2.825 2.763 2.503 0.827 
5.000 1.260 -0.397 0.151 0.382 0.682 1.057 1.326 1.650 1.861 2.159 2.297 2.507 2.679 2.906 2.869 2.808 2.746 2.486 0.811 
5.000 1.580 -0.418 0.128 0.358 0.658 1.034 1.303 1.627 1.837 2.135 2.273 2.483 2.655 2.882 2.845 2.784 2.722 2.462 0.787 
5.000 2.000 -0.447 0.095 0.326 0.626 1.001 1.270 1.594 1.804 2.102 2.240 2.450 2.622 2.849 2.811 2.751 2.689 2.429 0.754 
5.000 2.510 -0.487 0.052 0.282 0.582 0.957 1.226 1.550 1.760 2.058 2.196 2.405 2.577 2.804 2.767 2.706 2.644 2.384 0.710 
5.000 3.160 -0.538 -0.003 0.227 0.527 0.902 1.171 1.495 1.705 2.003 2.140 2.349 2.521 2.748 2.710 2.649 2.588 2.328 0.655 
5.000 3.980 -0.599 -0.069 0.161 0.461 0.836 1.104 1.428 1.638 1.935 2.073 2.281 2.453 2.680 2.642 2.581 2.519 2.260 0.588 
5.000 5.010 -0.669 -0.145 0.086 0.385 0.760 1.028 1.352 1.561 1.858 1.995 2.203 2.375 2.601 2.563 2.502 2.441 2.181 0.510 
5.000 6.310 -0.746 -0.228 0.002 0.302 0.676 0.944 1.267 1.476 1.773 1.909 2.117 2.288 2.513 2.475 2.414 2.353 2.094 0.425 
5.000 7.940 -0.828 -0.318 -0.088 0.212 0.586 0.853 1.176 1.385 1.681 1.817 2.024 2.194 2.419 2.380 2.319 2.258 2.000 0.333 
5.000 10.000 -0.914 -0.411 -0.181 0.118 0.491 0.758 1.081 1.289 1.584 1.719 1.925 2.094 2.318 2.279 2.219 2.157 1.900 0.236 
5.000 12.590 -1.002 -0.508 -0.278 0.021 0.393 0.660 0.981 1.189 1.483 1.617 1.821 1.990 2.213 2.174 2.113 2.051 1.795 0.135 
5.000 15.850 -1.092 -0.607 -0.378 -0.079 0.292 0.558 0.879 1.086 1.378 1.511 1.714 1.881 2.103 2.063 2.002 1.941 1.685 0.031 
5.000 19.950 -1.183 -0.708 -0.479 -0.181 0.189 0.454 0.775 0.980 1.270 1.402 1.603 1.768 1.988 1.948 1.886 1.825 1.571 -0.076 
5.000 25.120 -1.274 -0.811 -0.582 -0.284 0.084 0.348 0.667 0.871 1.159 1.289 1.487 1.651 1.868 1.827 1.766 1.705 1.452 -0.187 
5.000 31.620 -1.367 -0.915 -0.686 -0.389 -0.023 0.240 0.557 0.759 1.044 1.172 1.366 1.528 1.742 1.700 1.638 1.578 1.328 -0.302 
5.000 39.810 -1.461 -1.020 -0.792 -0.496 -0.133 0.129 0.444 0.643 0.925 1.049 1.240 1.398 1.609 1.566 1.503 1.443 1.196 -0.420 
5.000 50.120 -1.556 -1.128 -0.900 -0.605 -0.245 0.014 0.327 0.523 0.800 0.921 1.106 1.260 1.467 1.422 1.359 1.299 1.056 -0.544 
5.000 63.100 -1.653 -1.237 -1.010 -0.717 -0.361 -0.104 0.205 0.398 0.669 0.785 0.963 1.113 1.313 1.266 1.203 1.144 0.905 -0.674 
5.000 79.430 -1.752 -1.349 -1.122 -0.832 -0.481 -0.228 0.078 0.265 0.529 0.639 0.810 0.953 1.146 1.096 1.033 0.974 0.741 -0.813 
5.000 100.000 -1.854 -1.464 -1.238 -0.951 -0.606 -0.357 -0.056 0.125 0.379 0.482 0.642 0.777 0.961 0.908 0.844 0.785 0.560 -0.961 
5.000 125.890 -1.960 -1.583 -1.359 -1.075 -0.738 -0.495 -0.200 -0.026 0.217 0.309 0.456 0.581 0.754 0.697 0.632 0.574 0.358 -1.122 
5.000 158.490 -2.071 -1.707 -1.485 -1.205 -0.878 -0.641 -0.354 -0.191 0.037 0.118 0.248 0.361 0.519 0.458 0.391 0.334 0.130 -1.298 
5.000 199.530 -2.188 -1.838 -1.617 -1.342 -1.028 -0.800 -0.523 -0.372 -0.162 -0.097 0.012 0.110 0.249 0.182 0.113 0.057 -0.132 -1.495 
5.000 251.190 -2.312 -1.976 -1.758 -1.490 -1.192 -0.975 -0.710 -0.574 -0.388 -0.342 -0.259 -0.181 -0.065 -0.140 -0.211 -0.265 -0.436 -1.716 
