GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
5.000 398.110 -2.319 -1.969 -1.715 -1.412 -1.107 -0.891 -0.643 -0.554 -0.437 -0.460 -0.483 -0.543 -0.625 -0.769 -0.864 -0.898 -0.943 -1.819 
5.000 501.190 -2.481 -2.145 -1.896 -1.607 -1.334 -1.139 -0.917 -0.858 -0.787 -0.848 -0.924 -1.023 -1.152 -1.312 -1.410 -1.441 -1.449 -2.161 
5.000 630.960 -2.664 -2.341 -2.099 -1.826 -1.593 -1.426 -1.235 -1.215 -1.202 -1.312 -1.453 -1.602 -1.789 -1.968 -2.072 -2.099 -2.060 -2.566 
5.000 794.330 -2.871 -2.562 -2.328 -2.076 -1.894 -1.761 -1.609 -1.639 -1.699 -1.869 -2.094 -2.305 -2.566 -2.769 -2.880 -2.902 -2.804 -3.050 
5.000 1000.000 -3.109 -2.814 -2.590 -2.366 -2.247 -2.158 -2.055 -2.146 -2.299 -2.545 -2.875 -3.164 -3.517 -3.751 -3.870 -3.886 -3.714 -3.633 
5.250 1.000 0.025 0.611 0.876 1.215 1.613 1.883 2.182 2.355 2.618 2.720 2.881 2.945 3.033 2.964 2.909 2.879 2.704 1.262 
5.250 1.260 0.018 0.601 0.866 1.205 1.604 1.873 2.173 2.346 2.610 2.712 2.873 2.937 3.024 2.956 2.900 2.870 2.695 1.253 
5.250 1.580 0.005 0.586 0.851 1.191 1.590 1.859 2.159 2.333 2.597 2.699 2.860 2.924 3.012 2.943 2.887 2.857 2.682 1.239 
5.250 2.000 -0.013 0.565 0.830 1.169 1.569 1.839 2.139 2.314 2.578 2.681 2.842 2.906 2.994 2.925 2.868 2.838 2.662 1.219 
5.250 2.510 -0.040 0.535 0.800 1.140 1.539 1.810 2.112 2.287 2.552 2.655 2.816 2.881 2.968 2.899 2.842 2.811 2.635 1.191 
5.250 3.160 -0.077 0.495 0.760 1.099 1.500 1.771 2.074 2.250 2.516 2.619 2.781 2.847 2.934 2.863 2.805 2.774 2.597 1.153 
5.250 3.980 -0.124 0.443 0.708 1.047 1.449 1.721 2.026 2.203 2.470 2.574 2.736 2.802 2.889 2.818 2.758 2.726 2.549 1.104 
5.250 5.010 -0.182 0.379 0.645 0.984 1.386 1.660 1.966 2.145 2.413 2.517 2.680 2.747 2.833 2.761 2.701 2.667 2.490 1.044 
5.250 6.310 -0.250 0.306 0.571 0.911 1.314 1.589 1.897 2.077 2.346 2.451 2.615 2.682 2.768 2.695 2.632 2.598 2.420 0.974 
5.250 7.940 -0.325 0.224 0.489 0.829 1.233 1.510 1.820 2.001 2.271 2.377 2.541 2.609 2.693 2.619 2.555 2.520 2.342 0.895 
5.250 10.000 -0.405 0.136 0.401 0.741 1.146 1.423 1.735 1.918 2.189 2.295 2.459 2.527 2.611 2.536 2.470 2.434 2.255 0.809 
5.250 12.590 -0.490 0.043 0.308 0.648 1.053 1.332 1.645 1.829 2.100 2.207 2.370 2.439 2.521 2.445 2.378 2.340 2.162 0.717 
5.250 15.850 -0.578 -0.054 0.211 0.551 0.956 1.236 1.551 1.735 2.007 2.113 2.276 2.345 2.425 2.348 2.279 2.240 2.062 0.620 
5.250 19.950 -0.667 -0.153 0.111 0.451 0.856 1.136 1.452 1.637 1.909 2.014 2.176 2.244 2.323 2.244 2.173 2.134 1.956 0.519 
5.250 25.120 -0.758 -0.255 0.010 0.349 0.754 1.034 1.350 1.535 1.805 1.910 2.070 2.137 2.213 2.133 2.061 2.021 1.845 0.414 
5.250 31.620 -0.850 -0.358 -0.094 0.245 0.648 0.928 1.245 1.428 1.697 1.800 1.957 2.023 2.096 2.014 1.941 1.901 1.726 0.303 
5.250 39.810 -0.944 -0.463 -0.199 0.138 0.540 0.819 1.135 1.317 1.584 1.684 1.838 1.901 1.970 1.887 1.812 1.771 1.599 0.188 
5.250 50.120 -1.039 -0.570 -0.307 0.030 0.429 0.706 1.021 1.201 1.464 1.560 1.710 1.769 1.834 1.748 1.673 1.632 1.463 0.067 
5.250 63.100 -1.136 -0.679 -0.417 -0.082 0.314 0.589 0.902 1.078 1.336 1.428 1.571 1.627 1.686 1.598 1.521 1.480 1.315 -0.061 
5.250 79.430 -1.235 -0.791 -0.529 -0.196 0.195 0.467 0.776 0.949 1.199 1.286 1.421 1.470 1.522 1.431 1.353 1.313 1.153 -0.197 
5.250 100.000 -1.337 -0.906 -0.645 -0.315 0.070 0.338 0.643 0.810 1.052 1.131 1.256 1.298 1.340 1.246 1.167 1.126 0.974 -0.344 
5.250 125.890 -1.443 -1.025 -0.766 -0.439 -0.061 0.202 0.501 0.660 0.891 0.960 1.072 1.104 1.135 1.037 0.957 0.917 0.774 -0.504 
5.250 158.490 -1.554 -1.150 -0.891 -0.568 -0.201 0.055 0.347 0.496 0.713 0.770 0.866 0.886 0.902 0.799 0.717 0.678 0.546 -0.680 
5.250 199.530 -1.670 -1.280 -1.024 -0.706 -0.352 -0.103 0.178 0.316 0.514 0.556 0.631 0.635 0.633 0.524 0.440 0.402 0.285 -0.876 
5.250 251.190 -1.795 -1.418 -1.164 -0.854 -0.515 -0.278 -0.008 0.114 0.289 0.312 0.361 0.345 0.320 0.203 0.117 0.080 -0.018 -1.097 
5.250 316.230 -1.930 -1.566 -1.316 -1.013 -0.695 -0.471 -0.217 -0.115 0.031 0.030 0.046 0.006 -0.049 -0.176 -0.265 -0.299 -0.374 -1.350 
5.250 398.110 -2.076 -1.727 -1.481 -1.189 -0.896 -0.689 -0.455 -0.377 -0.268 -0.299 -0.325 -0.396 -0.488 -0.627 -0.719 -0.751 -0.796 -1.642 
5.250 501.190 -2.239 -1.903 -1.662 -1.384 -1.122 -0.937 -0.728 -0.681 -0.618 -0.687 -0.766 -0.877 -1.015 -1.169 -1.265 -1.294 -1.302 -1.984 
5.250 630.960 -2.421 -2.099 -1.864 -1.603 -1.382 -1.224 -1.046 -1.038 -1.034 -1.151 -1.296 -1.455 -1.652 -1.826 -1.927 -1.952 -1.913 -2.389 
5.250 794.330 -2.628 -2.320 -2.094 -1.853 -1.683 -1.559 -1.420 -1.461 -1.531 -1.708 -1.937 -2.158 -2.428 -2.627 -2.735 -2.755 -2.657 -2.873 
5.250 1000.000 -2.866 -2.572 -2.356 -2.142 -2.036 -1.956 -1.866 -1.968 -2.131 -2.384 -2.717 -3.017 -3.380 -3.609 -3.725 -3.739 -3.567 -3.456 
5.500 1.000 0.153 0.733 0.990 1.318 1.704 1.963 2.247 2.409 2.662 2.756 2.912 2.964 3.042 2.978 2.926 2.899 2.724 1.315 
5.500 1.260 0.149 0.727 0.984 1.312 1.698 1.957 2.242 2.404 2.657 2.751 2.907 2.959 3.037 2.974 2.921 2.894 2.719 1.310 
5.500 1.580 0.142 0.719 0.976 1.303 1.690 1.949 2.234 2.396 2.649 2.743 2.899 2.952 3.030 2.966 2.914 2.886 2.711 1.302 
5.500 2.000 0.132 0.706 0.963 1.290 1.677 1.936 2.222 2.384 2.638 2.732 2.888 2.941 3.019 2.955 2.902 2.874 2.699 1.290 
5.500 2.510 0.115 0.686 0.943 1.271 1.658 1.918 2.204 2.366 2.620 2.715 2.871 2.924 3.002 2.938 2.885 2.857 2.681 1.271 
5.500 3.160 0.092 0.659 0.916 1.244 1.631 1.891 2.178 2.341 2.596 2.691 2.848 2.901 2.978 2.914 2.860 2.831 2.656 1.245 
5.500 3.980 0.058 0.621 0.878 1.206 1.594 1.855 2.143 2.307 2.563 2.658 2.815 2.869 2.946 2.881 2.826 2.797 2.621 1.210 
5.500 5.010 0.014 0.572 0.829 1.157 1.546 1.808 2.098 2.262 2.519 2.615 2.772 2.826 2.903 2.837 2.781 2.751 2.575 1.164 
5.500 6.310 -0.041 0.512 0.769 1.097 1.486 1.750 2.041 2.207 2.465 2.561 2.719 2.773 2.849 2.783 2.725 2.695 2.518 1.106 
5.500 7.940 -0.105 0.440 0.697 1.026 1.416 1.681 1.974 2.141 2.400 2.496 2.655 2.710 2.785 2.718 2.659 2.627 2.450 1.038 
5.500 10.000 -0.178 0.360 0.617 0.946 1.337 1.602 1.898 2.066 2.326 2.423 2.581 2.637 2.712 2.643 2.582 2.549 2.372 0.960 
5.500 12.590 -0.257 0.273 0.530 0.858 1.250 1.517 1.814 1.984 2.244 2.341 2.500 2.556 2.629 2.559 2.496 2.463 2.285 0.875 
5.500 15.850 -0.341 0.180 0.437 0.766 1.158 1.426 1.725 1.895 2.156 2.253 2.411 2.467 2.539 2.467 2.403 2.368 2.191 0.783 
5.500 19.950 -0.428 0.084 0.341 0.669 1.061 1.329 1.630 1.801 2.062 2.158 2.315 2.371 2.441 2.368 2.302 2.266 2.089 0.685 
5.500 25.120 -0.518 -0.016 0.241 0.568 0.960 1.229 1.530 1.701 1.962 2.057 2.213 2.268 2.335 2.261 2.193 2.156 1.980 0.582 
5.500 31.620 -0.609 -0.118 0.138 0.466 0.856 1.125 1.427 1.597 1.856 1.950 2.103 2.157 2.221 2.145 2.076 2.038 1.864 0.474 
5.500 39.810 -0.702 -0.222 0.034 0.360 0.749 1.018 1.319 1.488 1.745 1.837 1.986 2.038 2.098 2.020 1.949 1.911 1.739 0.360 
5.500 50.120 -0.796 -0.329 -0.073 0.252 0.639 0.906 1.206 1.374 1.627 1.715 1.860 1.909 1.964 1.884 1.812 1.773 1.605 0.240 
5.500 63.100 -0.893 -0.438 -0.183 0.141 0.524 0.790 1.088 1.252 1.501 1.585 1.724 1.768 1.818 1.735 1.661 1.623 1.458 0.113 
5.500 79.430 -0.992 -0.549 -0.295 0.026 0.405 0.668 0.963 1.123 1.365 1.444 1.575 1.613 1.656 1.570 1.495 1.457 1.298 -0.022 
5.500 100.000 -1.094 -0.664 -0.411 -0.092 0.281 0.540 0.831 0.985 1.218 1.290 1.411 1.442 1.475 1.386 1.310 1.271 1.119 -0.169 
5.500 125.890 -1.200 -0.783 -0.531 -0.216 0.150 0.403 0.689 0.836 1.058 1.120 1.228 1.249 1.271 1.178 1.100 1.062 0.919 -0.328 
5.500 158.490 -1.311 -0.907 -0.657 -0.345 0.010 0.257 0.535 0.673 0.880 0.931 1.022 1.031 1.038 0.940 0.861 0.824 0.693 -0.504 
5.500 199.530 -1.428 -1.038 -0.789 -0.483 -0.140 0.098 0.367 0.493 0.682 0.717 0.788 0.781 0.770 0.665 0.584 0.549 0.432 -0.699 
5.500 251.190 -1.553 -1.176 -0.930 -0.630 -0.304 -0.076 0.181 0.291 0.457 0.473 0.518 0.492 0.457 0.345 0.261 0.227 0.129 -0.920 
5.500 316.230 -1.687 -1.324 -1.082 -0.790 -0.484 -0.269 -0.028 0.062 0.199 0.191 0.203 0.152 0.088 -0.034 -0.120 -0.152 -0.227 -1.173 
5.500 398.110 -1.834 -1.484 -1.246 -0.966 -0.684 -0.487 -0.266 -0.200 -0.099 -0.138 -0.168 -0.250 -0.351 -0.485 -0.574 -0.604 -0.649 -1.465 
5.500 501.190 -1.997 -1.661 -1.428 -1.160 -0.911 -0.735 -0.539 -0.504 -0.450 -0.526 -0.609 -0.730 -0.877 -1.027 -1.120 -1.147 -1.155 -1.807 
5.500 630.960 -2.179 -1.857 -1.630 -1.380 -1.171 -1.022 -0.857 -0.860 -0.865 -0.990 -1.139 -1.309 -1.515 -1.684 -1.782 -1.805 -1.767 -2.212 
5.500 794.330 -2.386 -2.078 -1.859 -1.630 -1.471 -1.358 -1.231 -1.284 -1.362 -1.547 -1.779 -2.012 -2.291 -2.484 -2.589 -2.608 -2.510 -2.696 
5.500 1000.000 -2.624 -2.330 -2.122 -1.919 -1.824 -1.754 -1.677 -1.791 -1.962 -2.223 -2.560 -2.870 -3.242 -3.467 -3.580 -3.592 -3.421 -3.280 
5.750 1.000 0.277 0.852 1.101 1.417 1.790 2.039 2.310 2.459 2.702 2.787 2.939 2.979 3.047 2.989 2.940 2.915 2.741 1.365 
5.750 1.260 0.276 0.849 1.098 1.414 1.787 2.036 2.307 2.456 2.699 2.784 2.936 2.976 3.044 2.986 2.937 2.912 2.738 1.362 
5.750 1.580 0.272 0.844 1.092 1.409 1.782 2.031 2.302 2.451 2.694 2.780 2.931 2.972 3.040 2.981 2.932 2.907 2.733 1.357 
5.750 2.000 0.267 0.836 1.085 1.401 1.775 2.024 2.295 2.444 2.688 2.773 2.925 2.966 3.033 2.975 2.925 2.900 2.726 1.350 
5.750 2.510 0.258 0.824 1.073 1.389 1.763 2.012 2.284 2.433 2.677 2.763 2.914 2.955 3.023 2.964 2.915 2.889 2.715 1.338 
5.750 3.160 0.244 0.806 1.055 1.372 1.746 1.995 2.268 2.417 2.662 2.747 2.899 2.940 3.008 2.949 2.899 2.873 2.698 1.322 
5.750 3.980 0.222 0.781 1.030 1.346 1.721 1.971 2.244 2.394 2.639 2.725 2.877 2.919 2.986 2.927 2.876 2.850 2.675 1.298 
5.750 5.010 0.192 0.746 0.995 1.312 1.687 1.938 2.212 2.363 2.608 2.695 2.847 2.889 2.956 2.895 2.844 2.817 2.642 1.265 
5.750 6.310 0.151 0.700 0.949 1.266 1.641 1.893 2.169 2.321 2.567 2.654 2.806 2.848 2.915 2.854 2.801 2.774 2.598 1.221 
5.750 7.940 0.100 0.643 0.891 1.208 1.584 1.837 2.114 2.267 2.515 2.602 2.755 2.797 2.863 2.802 2.747 2.719 2.543 1.166 
5.750 10.000 0.038 0.574 0.823 1.139 1.516 1.770 2.049 2.204 2.452 2.539 2.692 2.736 2.801 2.738 2.682 2.653 2.477 1.100 
5.750 12.590 -0.033 0.495 0.744 1.061 1.439 1.694 1.975 2.130 2.379 2.467 2.620 2.664 2.727 2.663 2.606 2.575 2.399 1.023 
5.750 15.850 -0.110 0.409 0.658 0.975 1.353 1.609 1.892 2.048 2.298 2.386 2.538 2.582 2.645 2.579 2.520 2.488 2.312 0.938 
5.750 19.950 -0.193 0.317 0.566 0.882 1.261 1.518 1.802 1.959 2.209 2.297 2.449 2.492 2.553 2.486 2.424 2.392 2.216 0.846 
5.750 25.120 -0.279 0.221 0.469 0.785 1.164 1.421 1.707 1.864 2.114 2.201 2.351 2.394 2.452 2.383 2.320 2.286 2.112 0.746 
5.750 31.620 -0.369 0.121 0.369 0.684 1.062 1.320 1.606 1.764 2.012 2.097 2.246 2.287 2.342 2.272 2.207 2.172 1.999 0.641 
5.750 39.810 -0.461 0.018 0.266 0.580 0.957 1.214 1.501 1.657 1.903 1.987 2.132 2.171 2.223 2.150 2.083 2.048 1.877 0.530 
5.750 50.120 -0.555 -0.088 0.159 0.473 0.847 1.104 1.390 1.544 1.788 1.868 2.008 2.045 2.092 2.017 1.949 1.913 1.744 0.412 
5.750 63.100 -0.651 -0.196 0.050 0.363 0.734 0.989 1.273 1.425 1.663 1.740 1.874 1.907 1.948 1.870 1.800 1.764 1.600 0.286 
5.750 79.430 -0.750 -0.308 -0.062 0.249 0.615 0.868 1.149 1.297 1.530 1.600 1.727 1.754 1.788 1.707 1.636 1.600 1.441 0.152 
5.750 100.000 -0.852 -0.422 -0.177 0.131 0.491 0.740 1.018 1.160 1.384 1.448 1.565 1.585 1.608 1.525 1.452 1.416 1.264 0.006 
5.750 125.890 -0.958 -0.541 -0.297 0.007 0.360 0.604 0.877 1.012 1.225 1.279 1.383 1.393 1.406 1.318 1.243 1.207 1.065 -0.152 
5.750 158.490 -1.069 -0.665 -0.423 -0.123 0.221 0.458 0.723 0.849 1.048 1.090 1.178 1.176 1.174 1.081 1.005 0.970 0.838 -0.327 
5.750 199.530 -1.186 -0.795 -0.555 -0.260 0.071 0.300 0.555 0.669 0.850 0.877 0.944 0.927 0.906 0.807 0.729 0.695 0.578 -0.523 
5.750 251.190 -1.310 -0.934 -0.696 -0.407 -0.092 0.126 0.369 0.468 0.625 0.634 0.674 0.638 0.593 0.487 0.406 0.374 0.275 -0.744 
5.750 316.230 -1.445 -1.082 -0.847 -0.567 -0.272 -0.068 0.160 0.240 0.368 0.352 0.360 0.299 0.225 0.108 0.025 -0.005 -0.080 -0.996 
5.750 398.110 -1.592 -1.242 -1.012 -0.742 -0.473 -0.285 -0.077 -0.022 0.069 0.023 -0.011 -0.103 -0.214 -0.343 -0.429 -0.457 -0.503 -1.288 
5.750 501.190 -1.754 -1.418 -1.193 -0.937 -0.700 -0.534 -0.350 -0.326 -0.281 -0.365 -0.452 -0.583 -0.740 -0.885 -0.975 -1.000 -1.009 -1.631 
5.750 630.960 -1.936 -1.614 -1.396 -1.157 -0.959 -0.820 -0.668 -0.683 -0.697 -0.829 -0.981 -1.162 -1.377 -1.541 -1.637 -1.658 -1.620 -2.035 
5.750 794.330 -2.143 -1.835 -1.625 -1.407 -1.260 -1.156 -1.042 -1.107 -1.194 -1.386 -1.622 -1.865 -2.154 -2.342 -2.444 -2.461 -2.364 -2.519 
5.750 1000.000 -2.382 -2.087 -1.887 -1.696 -1.613 -1.552 -1.488 -1.614 -1.793 -2.062 -2.403 -2.724 -3.105 -3.324 -3.435 -3.445 -3.274 -3.103 
6.000 1.000 0.399 0.968 1.209 1.514 1.875 2.113 2.370 2.506 2.739 2.816 2.962 2.991 3.049 2.996 2.950 2.927 2.753 1.411 
6.000 1.260 0.399 0.967 1.207 1.512 1.873 2.111 2.368 2.504 2.738 2.814 2.961 2.990 3.047 2.994 2.948 2.925 2.752 1.410 
6.000 1.580 0.398 0.964 1.204 1.509 1.870 2.108 2.365 2.502 2.735 2.812 2.958 2.987 3.045 2.991 2.945 2.922 2.749 1.407 
