GarciaEtAl2005SSlab_CanadaSHM6-trial modified from OpenQuake implementation, distance is rhypo. Log10 ground motion values in cgs units, PGV and Sa(T<0.1s) not valid
          14 31 18 : nmag, ndist, nperiod
          10.000 5.000 4.000 3.000 2.000 1.500 1.000 0.750 0.500 0.400 0.300 0.200 0.100 0.070 0.050 0.040 PGA PGV 
          0.567 0.567 0.583 0.605 0.607 0.645 0.638 0.631 0.609 0.626 0.637 0.644 0.770 0.775 0.773 0.733 0.657 0.593
4.750 1.000 -0.524 0.031 0.269 0.581 0.968 1.246 1.584 1.806 2.113 2.259 2.464 2.632 2.886 2.858 2.811 2.747 2.475 0.736 
4.750 1.260 -0.548 0.005 0.244 0.555 0.942 1.221 1.558 1.780 2.087 2.233 2.438 2.606 2.860 2.832 2.785 2.721 2.449 0.710 
4.750 1.580 -0.580 -0.030 0.208 0.520 0.907 1.185 1.523 1.745 2.052 2.198 2.402 2.570 2.824 2.796 2.749 2.685 2.413 0.675 
4.750 2.000 -0.624 -0.077 0.162 0.473 0.860 1.139 1.476 1.698 2.005 2.151 2.355 2.523 2.777 2.749 2.701 2.638 2.366 0.628 
4.750 2.510 -0.678 -0.134 0.104 0.415 0.802 1.081 1.418 1.640 1.946 2.092 2.296 2.464 2.718 2.689 2.642 2.578 2.306 0.569 
4.750 3.160 -0.742 -0.203 0.035 0.347 0.733 1.012 1.349 1.570 1.877 2.022 2.226 2.394 2.647 2.619 2.571 2.508 2.236 0.500 
4.750 3.980 -0.815 -0.281 -0.043 0.269 0.655 0.933 1.270 1.492 1.798 1.943 2.146 2.314 2.567 2.538 2.491 2.428 2.156 0.421 
4.750 5.010 -0.894 -0.366 -0.128 0.183 0.570 0.848 1.184 1.405 1.711 1.856 2.059 2.226 2.479 2.450 2.403 2.339 2.068 0.334 
4.750 6.310 -0.977 -0.456 -0.218 0.093 0.479 0.756 1.093 1.313 1.619 1.763 1.965 2.132 2.384 2.355 2.308 2.244 1.974 0.242 
4.750 7.940 -1.064 -0.551 -0.312 -0.002 0.384 0.661 0.997 1.217 1.522 1.666 1.867 2.033 2.284 2.255 2.208 2.145 1.874 0.145 
4.750 10.000 -1.153 -0.648 -0.410 -0.099 0.286 0.562 0.898 1.118 1.421 1.564 1.765 1.930 2.181 2.151 2.104 2.040 1.771 0.045 
4.750 12.590 -1.243 -0.747 -0.509 -0.199 0.185 0.462 0.797 1.016 1.318 1.460 1.659 1.824 2.073 2.043 1.995 1.932 1.664 -0.058 
4.750 15.850 -1.333 -0.847 -0.609 -0.300 0.083 0.359 0.693 0.911 1.212 1.353 1.550 1.713 1.961 1.931 1.883 1.820 1.553 -0.164 
4.750 19.950 -1.425 -0.949 -0.712 -0.402 -0.021 0.254 0.587 0.804 1.103 1.243 1.438 1.600 1.846 1.815 1.767 1.704 1.438 -0.272 
4.750 25.120 -1.517 -1.052 -0.815 -0.506 -0.126 0.147 0.479 0.695 0.992 1.129 1.322 1.481 1.725 1.693 1.645 1.582 1.318 -0.384 
4.750 31.620 -1.610 -1.156 -0.919 -0.612 -0.234 0.039 0.369 0.582 0.876 1.011 1.201 1.358 1.599 1.566 1.518 1.455 1.193 -0.498 
4.750 39.810 -1.704 -1.262 -1.026 -0.719 -0.344 -0.073 0.256 0.466 0.757 0.889 1.074 1.228 1.465 1.431 1.382 1.320 1.061 -0.617 
4.750 50.120 -1.799 -1.370 -1.134 -0.828 -0.456 -0.188 0.138 0.346 0.632 0.760 0.940 1.090 1.323 1.287 1.238 1.176 0.921 -0.741 
4.750 63.100 -1.896 -1.479 -1.244 -0.940 -0.572 -0.306 0.017 0.221 0.500 0.624 0.797 0.942 1.169 1.132 1.082 1.020 0.770 -0.872 
4.750 79.430 -1.995 -1.591 -1.357 -1.055 -0.692 -0.430 -0.111 0.088 0.361 0.478 0.643 0.782 1.002 0.962 0.911 0.850 0.606 -1.010 
4.750 100.000 -2.097 -1.706 -1.473 -1.174 -0.817 -0.559 -0.245 -0.052 0.211 0.321 0.475 0.606 0.816 0.774 0.722 0.662 0.425 -1.158 
4.750 125.890 -2.203 -1.825 -1.593 -1.298 -0.949 -0.696 -0.389 -0.204 0.048 0.148 0.289 0.411 0.609 0.563 0.510 0.451 0.223 -1.319 
4.750 158.490 -2.313 -1.949 -1.719 -1.428 -1.089 -0.843 -0.543 -0.368 -0.131 -0.043 0.082 0.191 0.374 0.323 0.269 0.210 -0.006 -1.496 
4.750 199.530 -2.430 -2.080 -1.851 -1.565 -1.239 -1.002 -0.712 -0.549 -0.331 -0.258 -0.154 -0.061 0.105 0.047 -0.009 -0.066 -0.267 -1.692 
4.750 251.190 -2.555 -2.218 -1.992 -1.713 -1.403 -1.177 -0.899 -0.752 -0.556 -0.503 -0.425 -0.351 -0.209 -0.275 -0.332 -0.388 -0.571 -1.914 
4.750 316.230 -2.689 -2.366 -2.144 -1.873 -1.583 -1.370 -1.108 -0.980 -0.814 -0.785 -0.740 -0.691 -0.579 -0.654 -0.714 -0.768 -0.927 -2.166 
4.750 398.110 -2.836 -2.527 -2.308 -2.048 -1.784 -1.588 -1.346 -1.243 -1.113 -1.114 -1.111 -1.094 -1.018 -1.105 -1.168 -1.220 -1.350 -2.459 
4.750 501.190 -2.998 -2.703 -2.490 -2.243 -2.010 -1.837 -1.619 -1.547 -1.464 -1.503 -1.553 -1.574 -1.544 -1.647 -1.715 -1.763 -1.856 -2.801 
4.750 630.960 -3.181 -2.899 -2.692 -2.462 -2.270 -2.124 -1.937 -1.904 -1.879 -1.966 -2.082 -2.153 -2.182 -2.304 -2.377 -2.421 -2.467 -3.206 
4.750 794.330 -3.388 -3.120 -2.921 -2.713 -2.571 -2.459 -2.311 -2.327 -2.376 -2.523 -2.723 -2.856 -2.958 -3.105 -3.184 -3.224 -3.211 -3.690 
4.750 1000.000 -3.626 -3.372 -3.184 -3.002 -2.924 -2.855 -2.757 -2.834 -2.976 -3.199 -3.504 -3.714 -3.909 -4.087 -4.175 -4.208 -4.121 -4.273 
5.000 1.000 -0.382 0.167 0.398 0.698 1.073 1.342 1.667 1.877 2.175 2.313 2.514 2.671 2.916 2.893 2.848 2.786 2.514 0.807 
5.000 1.260 -0.397 0.151 0.382 0.682 1.057 1.326 1.650 1.861 2.159 2.297 2.497 2.655 2.899 2.876 2.831 2.770 2.498 0.790 
5.000 1.580 -0.418 0.128 0.358 0.658 1.034 1.303 1.627 1.837 2.135 2.273 2.474 2.631 2.875 2.852 2.808 2.746 2.474 0.767 
5.000 2.000 -0.447 0.095 0.326 0.626 1.001 1.270 1.594 1.804 2.102 2.240 2.440 2.598 2.842 2.819 2.774 2.713 2.440 0.734 
5.000 2.510 -0.487 0.052 0.282 0.582 0.957 1.226 1.550 1.760 2.058 2.196 2.396 2.553 2.797 2.774 2.729 2.668 2.396 0.690 
5.000 3.160 -0.538 -0.003 0.227 0.527 0.902 1.171 1.495 1.705 2.003 2.140 2.340 2.497 2.741 2.717 2.673 2.611 2.339 0.634 
5.000 3.980 -0.599 -0.069 0.161 0.461 0.836 1.104 1.428 1.638 1.935 2.073 2.272 2.429 2.673 2.649 2.604 2.543 2.271 0.567 
5.000 5.010 -0.669 -0.145 0.086 0.385 0.760 1.028 1.352 1.561 1.858 1.995 2.194 2.351 2.594 2.570 2.525 2.464 2.193 0.490 
5.000 6.310 -0.746 -0.228 0.002 0.302 0.676 0.944 1.267 1.476 1.773 1.909 2.108 2.264 2.506 2.483 2.438 2.376 2.105 0.404 
5.000 7.940 -0.828 -0.318 -0.088 0.212 0.586 0.853 1.176 1.385 1.681 1.817 2.014 2.170 2.412 2.388 2.343 2.281 2.011 0.312 
5.000 10.000 -0.914 -0.411 -0.181 0.118 0.491 0.758 1.081 1.289 1.584 1.719 1.916 2.070 2.311 2.287 2.242 2.181 1.911 0.216 
5.000 12.590 -1.002 -0.508 -0.278 0.021 0.393 0.660 0.981 1.189 1.483 1.617 1.812 1.966 2.206 2.181 2.136 2.075 1.806 0.115 
5.000 15.850 -1.092 -0.607 -0.378 -0.079 0.292 0.558 0.879 1.086 1.378 1.511 1.705 1.857 2.096 2.071 2.025 1.964 1.697 0.010 
5.000 19.950 -1.183 -0.708 -0.479 -0.181 0.189 0.454 0.775 0.980 1.270 1.402 1.593 1.744 1.981 1.955 1.910 1.849 1.583 -0.097 
5.000 25.120 -1.274 -0.811 -0.582 -0.284 0.084 0.348 0.667 0.871 1.159 1.289 1.478 1.627 1.861 1.835 1.789 1.728 1.464 -0.208 
5.000 31.620 -1.367 -0.915 -0.686 -0.389 -0.023 0.240 0.557 0.759 1.044 1.172 1.357 1.504 1.735 1.708 1.662 1.601 1.339 -0.322 
5.000 39.810 -1.461 -1.020 -0.792 -0.496 -0.133 0.129 0.444 0.643 0.925 1.049 1.231 1.374 1.602 1.573 1.527 1.467 1.208 -0.441 
5.000 50.120 -1.556 -1.128 -0.900 -0.605 -0.245 0.014 0.327 0.523 0.800 0.921 1.097 1.236 1.460 1.429 1.383 1.323 1.067 -0.565 
5.000 63.100 -1.653 -1.237 -1.010 -0.717 -0.361 -0.104 0.205 0.398 0.669 0.785 0.954 1.089 1.306 1.274 1.227 1.167 0.917 -0.695 
5.000 79.430 -1.752 -1.349 -1.122 -0.832 -0.481 -0.228 0.078 0.265 0.529 0.639 0.800 0.929 1.139 1.104 1.056 0.997 0.752 -0.833 
5.000 100.000 -1.854 -1.464 -1.238 -0.951 -0.606 -0.357 -0.056 0.125 0.379 0.482 0.632 0.753 0.954 0.916 0.867 0.809 0.571 -0.982 
5.000 125.890 -1.960 -1.583 -1.359 -1.075 -0.738 -0.495 -0.200 -0.026 0.217 0.309 0.447 0.557 0.747 0.705 0.655 0.597 0.369 -1.142 
5.000 158.490 -2.071 -1.707 -1.485 -1.205 -0.878 -0.641 -0.354 -0.191 0.037 0.118 0.239 0.337 0.512 0.465 0.414 0.357 0.141 -1.319 
5.000 199.530 -2.188 -1.838 -1.617 -1.342 -1.028 -0.800 -0.523 -0.372 -0.162 -0.097 0.003 0.086 0.242 0.189 0.137 0.081 -0.121 -1.515 
5.000 251.190 -2.312 -1.976 -1.758 -1.490 -1.192 -0.975 -0.710 -0.574 -0.388 -0.342 -0.268 -0.205 -0.072 -0.133 -0.187 -0.241 -0.424 -1.737 
