#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.23.1', start_date='2025-04-25T23:50:04', checksum=3887957903, kind='mean', investigation_time=50.0, imt='SA(0.2)'"
lon,lat,depth,poe-0.0010000,poe-0.0012664,poe-0.0016037,poe-0.0020309,poe-0.0025719,poe-0.0032570,poe-0.0041246,poe-0.0052233,poe-0.0066147,poe-0.0083768,poe-0.0106082,poe-0.0134340,poe-0.0170125,poe-0.0215443,poe-0.0272833,poe-0.0345511,poe-0.0437548,poe-0.0554102,poe-0.0701704,poe-0.0888624,poe-0.1125336,poe-0.1425103,poe-0.1804722,poe-0.2285464,poe-0.2894266,poe-0.3665241,poe-0.4641589,poe-0.5878016,poe-0.7443803,poe-0.9426685,poe-1.1937766,poe-1.5117751,poe-1.9144820,poe-2.4244620,poe-3.0702906,poe-3.8881552,poe-4.9238826,poe-6.2355073,poe-7.8965229,poe-10.0000000
-103.41482,55.66679,0.00000,5.768764E-01,5.455454E-01,5.081077E-01,4.654236E-01,4.188234E-01,3.698973E-01,3.203355E-01,2.717478E-01,2.255896E-01,1.830960E-01,1.452241E-01,1.125900E-01,8.540969E-02,6.349970E-02,4.635680E-02,3.329049E-02,2.355577E-02,1.644631E-02,1.134513E-02,7.741147E-03,5.228688E-03,3.496686E-03,2.313657E-03,1.512193E-03,9.738595E-04,6.161254E-04,3.818588E-04,2.313563E-04,1.369127E-04,7.904432E-05,4.447785E-05,2.430664E-05,1.284728E-05,6.515285E-06,3.140497E-06,1.422692E-06,5.985247E-07,2.304775E-07,7.961255E-08,2.402348E-08
