#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.23.1', start_date='2025-04-25T23:50:04', checksum=3887957903, kind='quantile-0.05', investigation_time=50.0, imt='SA(0.2)'"
lon,lat,depth,poe-0.0010000,poe-0.0012664,poe-0.0016037,poe-0.0020309,poe-0.0025719,poe-0.0032570,poe-0.0041246,poe-0.0052233,poe-0.0066147,poe-0.0083768,poe-0.0106082,poe-0.0134340,poe-0.0170125,poe-0.0215443,poe-0.0272833,poe-0.0345511,poe-0.0437548,poe-0.0554102,poe-0.0701704,poe-0.0888624,poe-0.1125336,poe-0.1425103,poe-0.1804722,poe-0.2285464,poe-0.2894266,poe-0.3665241,poe-0.4641589,poe-0.5878016,poe-0.7443803,poe-0.9426685,poe-1.1937766,poe-1.5117751,poe-1.9144820,poe-2.4244620,poe-3.0702906,poe-3.8881552,poe-4.9238826,poe-6.2355073,poe-7.8965229,poe-10.0000000
-103.41482,55.66679,0.00000,5.073791E-01,4.641098E-01,4.177766E-01,3.698034E-01,3.216183E-01,2.745409E-01,2.297913E-01,1.883883E-01,1.511195E-01,1.185019E-01,9.079386E-02,6.797609E-02,4.976908E-02,3.567855E-02,2.507776E-02,1.730412E-02,1.173540E-02,7.831089E-03,5.147319E-03,3.335593E-03,2.131957E-03,1.342959E-03,8.318017E-04,5.047169E-04,2.988943E-04,1.720696E-04,9.589562E-05,5.015310E-05,2.355623E-05,1.009887E-05,3.861570E-06,1.275890E-06,3.443283E-07,6.759593E-08,6.993049E-09,1.494392E-10,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
