---
source: R[v4.3.3]::data.table[v1.15.4]::fwrite
creation_time_utc: 2024-04-22 16:46:50
schema:
  fields:
  - name: Hs
    type: integer
  - name: Hw
    type: numeric
  - name: NL
    type: numeric
  - name: Z500
    type: numeric
  - name: Z1000
    type: numeric
  - name: SID
    type: character
  - name: Go
    type: numeric
  - name: mo
    type: numeric
  - name: Ts
    type: numeric
  - name: VSo
    type: numeric
  - name: VS30
    type: numeric
  - name: UID
    type: character
  - name: Gravels
    type: numeric
  - name: Sands
    type: numeric
  - name: Fines
    type: numeric
  - name: Clays
    type: numeric
  - name: Silts
    type: numeric
  - name: Organic
    type: numeric
  - name: Water
    type: numeric
  - name: SP
    type: numeric
  - name: SM
    type: numeric
  - name: SC
    type: numeric
  - name: SW
    type: numeric
  - name: MH
    type: numeric
  - name: ML
    type: numeric
  - name: CH
    type: numeric
  - name: CL
    type: numeric
  - name: OH
    type: numeric
  - name: OL
    type: numeric
  - name: PT
    type: numeric
  - name: GW
    type: numeric
  - name: GP
    type: numeric
  - name: GM
    type: numeric
  - name: GC
    type: numeric
  - name: Go_Units
    type: character
  - name: Vs_Units
    type: character
  - name: SID
    type: character
  - name: POP
    type: numeric
  - name: POP_Units
    type: character
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: |2+

na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
Hs,Hw,NL,Z500,Z1000,SID,Go,mo,Ts,VSo,VS30,UID,Gravels,Sands,Fines,Clays,Silts,Organic,Water,SP,SM,SC,SW,MH,ML,CH,CL,OH,OL,PT,GW,GP,GM,GC,Go_Units,Vs_Units,SID,POP,POP_Units
10,0,10,3.4,12.6,03010C,44.71,0.152,0.268,160.5,458.4,CH.CL.MH.ML.OH.OL.PT,0,0,100,40,30,30,0,0,0,0,0,20,10,20,20,10,10,10,0,0,0,0,MPa,m/s,03010C,100,kPa
10,2.5,10,0.4,0.4,03010CD,21.55,-0.188,0.293,118,386.1,CL.MH.ML.OH.OL.PT,0,0,100,10,30,60,25,0,0,0,0,10,20,0,10,20,10,30,0,0,0,0,MPa,m/s,03010CD,100,kPa
10,5,10,24.7,230.9,03010CD,47.55,0.461,0.341,152.4,401.5,CH.MH.ML.OH.OL.PT,0,0,100,20,40,40,50,0,0,0,0,10,30,20,0,10,20,10,0,0,0,0,MPa,m/s,03010CD,100,kPa
10,10,10,0.4,0.4,04010CD,16.02,-0.184,0.353,137.7,325.4,CL.MH.OH.OL.PT,0,0,100,30,20,50,100,0,0,0,0,20,0,0,30,20,10,20,0,0,0,0,MPa,m/s,04010CD,100,kPa
11,0,11,35.9,480.3,03011CD,48.64,0.232,0.317,165.7,401.1,CH.CL.MH.ML.OH.OL,0,0,100,36,27,36,0,0,0,0,0,9,18,18,18,9,27,0,0,0,0,0,MPa,m/s,03011CD,100,kPa
11,2.75,11,6.7,32.8,04011CD,61.02,0.678,0.419,259,364.1,CH.CL.MH.ML.OL.PT,0,0,100,45,18,36,25,0,0,0,0,9,9,18,27,0,9,27,0,0,0,0,MPa,m/s,04011CD,100,kPa
11,5.5,11,7.4,45.7,03011CD,79.61,0.544,0.342,238.7,422.3,CH.CL.MH.ML.OH.OL,0,0,100,36,36,27,50,0,0,0,0,18,18,9,27,18,9,0,0,0,0,0,MPa,m/s,03011CD,100,kPa
11,11,11,1.1,1.9,04011CD,29.65,0.17,0.39,135.3,341.6,CH.CL.MH.ML.OH.PT,0,0,100,18,36,45,100,0,0,0,0,27,9,9,9,18,0,27,0,0,0,0,MPa,m/s,04011CD,100,kPa
